Entry_ID;Entrytype;Featuretype
id_03261;entrytype:Toponym;featuretype:Ensenada
id_03262;entrytype:Toponym;featuretype:Pueblo
id_03263;entrytype:Toponym;featuretype:Villa
id_03264;entrytype:Toponym;featuretype:Ensenada
id_03265;entrytype:Toponym;featuretype:Isla
id_03266;entrytype:Toponym;featuretype:Pueblo
id_03266a;entrytype:Toponym;featuretype:Puerto
id_03267;entrytype:Referral;featuretype:None
id_03268;entrytype:Toponym;featuretype:Pueblo
id_03269;entrytype:Toponym;featuretype:Pueblo
id_03270;entrytype:Toponym;featuretype:Pueblo
id_03271;entrytype:Toponym;featuretype:Pueblo
id_03272;entrytype:Toponym;featuretype:Pueblo
id_03273;entrytype:Toponym;featuretype:Presidio
id_03274;entrytype:Toponym;featuretype:Pueblo
id_03275;entrytype:Toponym;featuretype:Pueblo
id_03276;entrytype:Toponym;featuretype:Rio
id_03277;entrytype:Demonym;featuretype:Nación
id_03278;entrytype:Toponym;featuretype:Pueblo
id_03279;entrytype:Toponym;featuretype:Rio
id_03280;entrytype:Toponym;featuretype:Isla
id_03281;entrytype:Toponym;featuretype:Rio
id_03282;entrytype:Toponym;featuretype:Pueblo
id_03283;entrytype:Toponym;featuretype:Rio
id_03284;entrytype:Toponym;featuretype:Pueblo
id_03285;entrytype:Toponym;featuretype:Pueblo
id_03286;entrytype:Toponym;featuretype:Pueblo
id_03287;entrytype:Toponym;featuretype:Pueblo
id_03288;entrytype:Toponym;featuretype:Pueblo
id_03289;entrytype:Toponym;featuretype:Pueblo
id_03290;entrytype:Toponym;featuretype:Pueblo
id_03291;entrytype:Toponym;featuretype:Ciudad
id_03292;entrytype:Toponym;featuretype:Pueblo
id_03293;entrytype:Toponym;featuretype:Pueblo
id_03294;entrytype:Toponym;featuretype:Pueblo
id_03295;entrytype:Toponym;featuretype:Pueblo
id_03296;entrytype:Toponym;featuretype:Pueblo
id_03297;entrytype:Toponym;featuretype:Pueblo
id_03298;entrytype:Toponym;featuretype:Pueblo
id_03299;entrytype:Toponym;featuretype:Rio
id_03300;entrytype:Toponym;featuretype:Pueblo
id_03301;entrytype:Referral;featuretype:None
id_03302;entrytype:Toponym;featuretype:Provincia
id_03303;entrytype:Toponym;featuretype:Rio
id_03304;entrytype:Toponym;featuretype:Pueblo
id_03305;entrytype:Toponym;featuretype:Pueblo
id_03306;entrytype:Toponym;featuretype:Pueblo
id_03307;entrytype:Toponym;featuretype:Pueblo
id_03308;entrytype:Toponym;featuretype:Pueblo
id_03309;entrytype:Toponym;featuretype:Pueblo
id_03310;entrytype:Toponym;featuretype:Pueblo
id_03311;entrytype:Toponym;featuretype:Valle
id_03312;entrytype:Toponym;featuretype:Pueblo
id_03313;entrytype:Toponym;featuretype:Provincia
id_03314;entrytype:Toponym;featuretype:Pueblo
id_03315;entrytype:Toponym;featuretype:Pueblo
id_03316;entrytype:Toponym;featuretype:Pueblo
id_03317;entrytype:Toponym;featuretype:Pueblo
id_03318;entrytype:Toponym;featuretype:Pueblo
id_03319;entrytype:Toponym;featuretype:Rio
id_03320;entrytype:Toponym;featuretype:Pueblo
id_03321;entrytype:Toponym;featuretype:Pueblo
id_03322;entrytype:Toponym;featuretype:Punta
id_03323;entrytype:Toponym;featuretype:Rio
id_03323a;entrytype:Toponym;featuretype:Pueblo
id_03324;entrytype:Toponym;featuretype:Isla
id_03325;entrytype:Toponym;featuretype:Pueblo
id_03326;entrytype:Toponym;featuretype:Ensenada
id_03327;entrytype:Toponym;featuretype:Rio
id_03328;entrytype:Toponym;featuretype:Pueblo
id_03329;entrytype:Toponym;featuretype:Pueblo
id_03330;entrytype:Toponym;featuretype:Pueblo
id_03331;entrytype:Toponym;featuretype:Cabo
id_03332;entrytype:Toponym;featuretype:Pueblo
id_03333;entrytype:Toponym;featuretype:Pueblo
id_03334;entrytype:Toponym;featuretype:Rio
id_03335;entrytype:Toponym;featuretype:Pueblo
id_03336;entrytype:Toponym;featuretype:Pueblo
id_03337;entrytype:Toponym;featuretype:Pueblo
id_03338;entrytype:Toponym;featuretype:Valle
id_03339;entrytype:Toponym;featuretype:Puerto
id_03340;entrytype:Toponym;featuretype:Pueblo
id_03341;entrytype:Toponym;featuretype:Rio
id_03342;entrytype:Toponym;featuretype:Pueblo
id_03343;entrytype:Toponym;featuretype:Pueblo
id_03344;entrytype:Toponym;featuretype:Pueblo
id_03345;entrytype:Toponym;featuretype:Partido
id_03345a;entrytype:Toponym;featuretype:Ciudad
id_03346;entrytype:Toponym;featuretype:Pueblo
id_03347;entrytype:Toponym;featuretype:Pueblo
id_03348;entrytype:Toponym;featuretype:Pueblo
id_03349;entrytype:Toponym;featuretype:Bahía
id_03350;entrytype:Toponym;featuretype:Bahía
id_03351;entrytype:Toponym;featuretype:Pueblo
id_03352;entrytype:Toponym;featuretype:Pueblo
id_03353;entrytype:Toponym;featuretype:Pueblo
id_03354;entrytype:Toponym;featuretype:Pueblo
id_03355;entrytype:Toponym;featuretype:Pueblo
id_03356;entrytype:Toponym;featuretype:Pueblo
id_03357;entrytype:Toponym;featuretype:Rio
id_03358;entrytype:Toponym;featuretype:Pueblo
id_03359;entrytype:Toponym;featuretype:Provincia
id_03360;entrytype:Toponym;featuretype:Pueblo
id_03361;entrytype:Toponym;featuretype:Puerto
id_03362;entrytype:Toponym;featuretype:Pueblo
id_03363;entrytype:Toponym;featuretype:Pueblo
id_03364;entrytype:Toponym;featuretype:Pueblo
id_03365;entrytype:Toponym;featuretype:Rio
id_03366;entrytype:Toponym;featuretype:Valle
id_03367;entrytype:Toponym;featuretype:Pueblo
id_03368;entrytype:Toponym;featuretype:Rio
id_03369;entrytype:Toponym;featuretype:Pueblo
id_03370;entrytype:Toponym;featuretype:Pueblo
id_03371;entrytype:Toponym;featuretype:Rio
id_03372;entrytype:Toponym;featuretype:Rio
id_03373;entrytype:Toponym;featuretype:Pueblo
id_03374;entrytype:Toponym;featuretype:Pueblo
id_03375;entrytype:Toponym;featuretype:Pueblo
id_03376;entrytype:Toponym;featuretype:Rio
id_03377;entrytype:Toponym;featuretype:Pueblo
id_03378;entrytype:Toponym;featuretype:Rio
id_03379;entrytype:Toponym;featuretype:Fuerte
id_03380;entrytype:Toponym;featuretype:Pueblo
id_03381;entrytype:Toponym;featuretype:Rio
id_03382;entrytype:Toponym;featuretype:Pueblo
id_03383;entrytype:Toponym;featuretype:Rio
id_03384;entrytype:Toponym;featuretype:Pueblo
id_03385;entrytype:Toponym;featuretype:Provincia
id_03386;entrytype:Toponym;featuretype:Pueblo
id_03387;entrytype:Toponym;featuretype:Pueblo
id_03388;entrytype:Toponym;featuretype:Pueblo
id_03389;entrytype:Toponym;featuretype:Pueblo
id_03390;entrytype:Toponym;featuretype:Pueblo
id_03391;entrytype:Toponym;featuretype:Pueblo
id_03392;entrytype:Toponym;featuretype:Sierra
id_03393;entrytype:Toponym;featuretype:Pueblo
id_03394;entrytype:Toponym;featuretype:Lago
id_03395;entrytype:Toponym;featuretype:Despoblado
id_03396;entrytype:Toponym;featuretype:Rio
id_03397;entrytype:Toponym;featuretype:Rio
id_03398;entrytype:Toponym;featuretype:Pueblo
id_03399;entrytype:Toponym;featuretype:Pueblo
id_03400;entrytype:Toponym;featuretype:Puerto
id_03401;entrytype:Toponym;featuretype:Provincia
id_03402;entrytype:Toponym;featuretype:Capital
id_03403;entrytype:Toponym;featuretype:Pueblo
id_03403a;entrytype:Toponym;featuretype:Rio
id_03404;entrytype:Toponym;featuretype:Pueblo
id_03405;entrytype:Toponym;featuretype:Pueblo
id_03406;entrytype:Toponym;featuretype:Islas
id_03407;;entrytype:Demonym
id_03408;entrytype:Toponym;featuretype:Isletas
id_03409;entrytype:Toponym;featuretype:Pueblo
id_03410;entrytype:Toponym;featuretype:Promontorio
id_03411;entrytype:Toponym;featuretype:Pueblo
id_03412;entrytype:Toponym;featuretype:Pueblo
id_03413;entrytype:Toponym;featuretype:Rio
id_03414;entrytype:Toponym;featuretype:Pueblo
id_03415;entrytype:Toponym;featuretype:Islas
id_03416;entrytype:Toponym;featuretype:Monte
id_03417;entrytype:Toponym;featuretype:Pueblo
id_03418;entrytype:Toponym;featuretype:Pueblo
id_03419;entrytype:Toponym;featuretype:Montañas
id_03420;entrytype:Toponym;featuretype:Pueblo
id_03421;entrytype:Toponym;featuretype:Pueblo
id_03422;entrytype:Toponym;featuretype:Laguna
id_03423;entrytype:Toponym;featuretype:Pueblo
id_03424;entrytype:Referral;featuretype:None
id_03425;entrytype:Toponym;featuretype:Rio
id_03426;entrytype:Toponym;featuretype:Rio
id_03427;entrytype:Toponym;featuretype:Pueblo
id_03428;entrytype:Toponym;featuretype:Pueblo
id_03429;entrytype:Toponym;featuretype:Monte
id_03430;entrytype:Toponym;featuretype:Fuerte
id_03431;entrytype:Toponym;featuretype:Pueblo
id_03432;entrytype:Toponym;featuretype:Rio
id_03433;entrytype:Toponym;featuretype:Pueblo
id_03434;entrytype:Toponym;featuretype:Pueblo
id_03435;entrytype:Toponym;featuretype:Pueblo
id_03436;entrytype:Toponym;featuretype:Pueblo
id_03437;entrytype:Toponym;featuretype:Pueblo
id_03438;entrytype:Toponym;featuretype:Pueblo
id_03439;entrytype:Toponym;featuretype:Pueblo
id_03440;entrytype:Toponym;featuretype:Pueblo
id_03441;entrytype:Toponym;featuretype:Pueblo
id_03442;entrytype:Toponym;featuretype:Pueblo
id_03443;entrytype:Toponym;featuretype:Pueblo
id_03444;entrytype:Toponym;featuretype:Pueblo
id_03445;entrytype:Toponym;featuretype:Pueblo
id_03446;entrytype:Toponym;featuretype:Pueblo
id_03447;entrytype:Toponym;featuretype:Pueblo
id_03448;entrytype:Toponym;featuretype:Pueblo
id_03449;entrytype:Toponym;featuretype:Pueblo
id_03450;entrytype:Toponym;featuretype:Pueblo
id_03451;entrytype:Toponym;featuretype:Pueblo
id_03452;entrytype:Toponym;featuretype:Pueblo
id_03453;entrytype:Toponym;featuretype:Rio
id_03454;entrytype:Toponym;featuretype:Pueblo
id_03455;entrytype:Toponym;featuretype:Pueblo
id_03456;entrytype:Demonym;featuretype:Nación
id_03457;entrytype:Referral;featuretype:None
id_03458;entrytype:Toponym;featuretype:Pueblo
id_03459;entrytype:Toponym;featuretype:Pueblo
id_03460;entrytype:Toponym;featuretype:Rio
id_03461;entrytype:Toponym;featuretype:Cabo
id_03462;entrytype:Toponym;featuretype:Lago
id_03463;entrytype:Toponym;featuretype:Cabo
id_03464;entrytype:Toponym;featuretype:Condado
id_03465;entrytype:Toponym;featuretype:Condado
id_03466;entrytype:Toponym;featuretype:Rio
id_03467;entrytype:Toponym;featuretype:Ciudad
id_03468;entrytype:Toponym;featuretype:Ciudad
id_03469;entrytype:Toponym;featuretype:Ciudad
id_03470;entrytype:Toponym;featuretype:Ciudad
id_03471;entrytype:Toponym;featuretype:Pueblo
id_03472;entrytype:Toponym;featuretype:Isla
id_03473;entrytype:Toponym;featuretype:Pueblo
id_03474;entrytype:Toponym;featuretype:Alcaldía mayor
id_03475;entrytype:Toponym;featuretype:Rio
id_03476;entrytype:Toponym;featuretype:Ensenada
id_03477;entrytype:Toponym;featuretype:Rio
id_03478;entrytype:Toponym;featuretype:Laguna
id_03479;entrytype:Demonym;featuretype:Nación
id_03480;entrytype:Toponym;featuretype:Pueblo
id_03481;entrytype:Toponym;featuretype:Rio
id_03482;entrytype:Toponym;featuretype:Bahía
id_03483;entrytype:Toponym;featuretype:Pueblo
id_03484;entrytype:Toponym;featuretype:Pueblo
id_03485;entrytype:Toponym;featuretype:Rio
id_03486;entrytype:Toponym;featuretype:Pueblo
id_03487;entrytype:Toponym;featuretype:Pueblo
id_03488;entrytype:Toponym;featuretype:Rio
id_03489;entrytype:Toponym;featuretype:Cabo
id_03490;entrytype:Toponym;featuretype:Pueblo
id_03491;entrytype:Toponym;featuretype:Pueblo
id_03492;entrytype:Toponym;featuretype:Islas
id_03493;entrytype:Toponym;featuretype:Pueblo
id_03494;entrytype:Toponym;featuretype:Rio
id_03495;entrytype:Toponym;featuretype:Pueblo
id_03496;entrytype:Toponym;featuretype:Pueblo
id_03497;entrytype:Toponym;featuretype:Pueblo
id_03498;entrytype:Toponym;featuretype:Pueblo
id_03499;entrytype:Toponym;featuretype:Rio
id_03500;entrytype:Toponym;featuretype:Pueblo
id_03501;entrytype:Toponym;featuretype:Pueblo
id_03502;entrytype:Toponym;featuretype:Pueblo
id_03503;entrytype:Toponym;featuretype:Pueblo
id_03504;entrytype:Toponym;featuretype:Pueblo
id_03505;entrytype:Toponym;featuretype:Pueblo
id_03506;entrytype:Toponym;featuretype:Extremidad
id_03507;entrytype:Toponym;featuretype:Pueblo
id_03508;entrytype:Toponym;featuretype:Pueblo
id_03509;entrytype:Toponym;featuretype:Pueblo
id_03510;entrytype:Toponym;featuretype:Pueblo
id_03511;entrytype:Toponym;featuretype:Pueblo
id_03512;entrytype:Toponym;featuretype:Pueblo
id_03513;entrytype:Toponym;featuretype:Provincia
id_03513a;entrytype:Toponym;featuretype:Pueblo
id_03514;entrytype:Toponym;featuretype:Rio
id_03515;entrytype:Toponym;featuretype:Rio
id_03516;entrytype:Toponym;featuretype:Pueblo
id_03517;entrytype:Toponym;featuretype:Pueblo
id_03518;entrytype:Toponym;featuretype:Villa
id_03519;entrytype:Toponym;featuretype:Rio
id_03520;entrytype:Toponym;featuretype:Bahía
id_03521;entrytype:Toponym;featuretype:Pueblo
id_03522;entrytype:Toponym;featuretype:Pueblo
id_03523;entrytype:Toponym;featuretype:Pueblo
id_03524;entrytype:Toponym;featuretype:Pueblo
id_03525;entrytype:Toponym;featuretype:Rio
id_03526;entrytype:Toponym;featuretype:Lago
id_03527;entrytype:Referral;featuretype:None
id_03528;entrytype:Toponym;featuretype:Bahía
id_03529;entrytype:Toponym;featuretype:Rio
id_03530;entrytype:Toponym;featuretype:Rio
id_03531;entrytype:Toponym;featuretype:Rio
id_03532;entrytype:Toponym;featuretype:Pueblo
id_03533;entrytype:Toponym;featuretype:Pueblo
id_03534;entrytype:Toponym;featuretype:Pueblo
id_03535;entrytype:Toponym;featuretype:Pueblo
id_03536;entrytype:Toponym;featuretype:Pueblo
id_03537;entrytype:Toponym;featuretype:Pueblo
id_03538;entrytype:Toponym;featuretype:Cruz
id_03539;entrytype:Toponym;featuretype:Rio
id_03540;entrytype:Toponym;featuretype:Pueblo
id_03541;entrytype:Toponym;featuretype:Pueblo
id_03542;entrytype:Toponym;featuretype:Pueblo
id_03543;entrytype:Toponym;featuretype:Pueblo
id_03544;entrytype:Toponym;featuretype:Isla
id_03545;entrytype:Toponym;featuretype:Pueblo
id_03546;entrytype:Toponym;featuretype:Pueblo
id_03547;entrytype:Toponym;featuretype:Pueblo
id_03548;entrytype:Toponym;featuretype:Rio
id_03549;entrytype:Toponym;featuretype:Pueblo
id_03550;entrytype:Toponym;featuretype:Rio
id_03551;entrytype:Toponym;featuretype:País
id_03552;entrytype:Toponym;featuretype:Pueblo
id_03553;entrytype:Toponym;featuretype:Rio
id_03554;entrytype:Toponym;featuretype:Fuerte
id_03555;entrytype:Toponym;featuretype:Pueblo
id_03556;entrytype:Toponym;featuretype:Pueblo
id_03557;entrytype:Toponym;featuretype:Puerto
id_03558;entrytype:Toponym;featuretype:Puerto
id_03559;entrytype:Referral;featuretype:None
id_03560;entrytype:Toponym;featuretype:Pueblo
id_03561;entrytype:Toponym;featuretype:Rio
id_03562;entrytype:Toponym;featuretype:Puerto
id_03563;entrytype:Toponym;featuretype:Puerto
id_03564;entrytype:Toponym;featuretype:Bahía
id_03565;entrytype:Toponym;featuretype:Villa
id_03566;entrytype:Toponym;featuretype:Condado
id_03567;entrytype:Toponym;featuretype:Ciudad
id_03568;entrytype:Toponym;featuretype:Rio
id_03569;entrytype:Toponym;featuretype:Pueblo
id_03570;entrytype:Toponym;featuretype:Pueblo
id_03571;entrytype:Toponym;featuretype:Ciudad
id_03572;entrytype:Toponym;featuretype:Pueblo
id_03573;entrytype:Toponym;featuretype:Condado
id_03574;entrytype:Toponym;featuretype:Rio
id_03575;entrytype:Toponym;featuretype:Pueblo
id_03576;entrytype:Toponym;featuretype:Pueblo
id_03577;entrytype:Toponym;featuretype:Pueblo
id_03578;entrytype:Toponym;featuretype:Rio
id_03579;entrytype:Demonym;featuretype:Nación
id_03580;entrytype:Toponym;featuretype:Pueblo
id_03581;entrytype:Toponym;featuretype:Pueblo
id_03582;entrytype:Toponym;featuretype:Pueblo
id_03583;entrytype:Referral;featuretype:None
id_03584;entrytype:Toponym;featuretype:Pueblo
id_03585;entrytype:Toponym;featuretype:Provincia
id_03586;entrytype:Toponym;featuretype:Pueblo
id_03587;entrytype:Toponym;featuretype:Pueblo
id_03588;entrytype:Toponym;featuretype:Pueblo
id_03589;entrytype:Toponym;featuretype:Pueblo
id_03590;entrytype:Toponym;featuretype:Pueblo
id_03591;entrytype:Toponym;featuretype:Pueblo
id_03592;entrytype:Toponym;featuretype:Pueblo
id_03593;entrytype:Toponym;featuretype:Pueblo
id_03594;entrytype:Toponym;featuretype:Pueblo
id_03595;entrytype:Toponym;featuretype:Pueblo
id_03596;entrytype:Toponym;featuretype:Isla
id_03597;entrytype:Toponym;featuretype:Rio
id_03598;entrytype:Toponym;featuretype:Pueblo
id_03599;entrytype:Toponym;featuretype:Pueblo
id_03600;entrytype:Toponym;featuretype:Puerto
id_03601;entrytype:Toponym;featuretype:Rio
id_03602;entrytype:Toponym;featuretype:Rio
id_03603;entrytype:Toponym;featuretype:Pueblo
id_03604;entrytype:Toponym;featuretype:Pueblo
id_03605;entrytype:Toponym;featuretype:Pueblo
id_03606;entrytype:Toponym;featuretype:Pueblo
id_03607;entrytype:Toponym;featuretype:Valle
id_03608;entrytype:Toponym;featuretype:Rio
id_03609;entrytype:Toponym;featuretype:Rio
id_03610;entrytype:Toponym;featuretype:Rio
id_03611;entrytype:Toponym;featuretype:Pueblo
id_03612;entrytype:Toponym;featuretype:Pueblo
id_03613;entrytype:Toponym;featuretype:Nación
id_03614;entrytype:Toponym;featuretype:Rio
id_03615;entrytype:Toponym;featuretype:Provincia
id_03616;entrytype:Toponym;featuretype:Pueblo
id_03617;entrytype:Toponym;featuretype:Rio
id_03618;entrytype:Toponym;featuretype:Cabo
id_03619;entrytype:Toponym;featuretype:Pueblo
id_03620;entrytype:Toponym;featuretype:Pueblo
id_03621;entrytype:Toponym;featuretype:Pueblo
id_03622;entrytype:Toponym;featuretype:Pueblo
id_03623;entrytype:Toponym;featuretype:Pueblo
id_03624;entrytype:Toponym;featuretype:Punta
id_03625;entrytype:Toponym;featuretype:Rio
id_03626;entrytype:Toponym;featuretype:Pueblo
id_03627;entrytype:Toponym;featuretype:Rio
id_03628;entrytype:Toponym;featuretype:Pueblo
id_03629;entrytype:Toponym;featuretype:Pueblo
id_03630;entrytype:Toponym;featuretype:Pueblo
id_03631;entrytype:Toponym;featuretype:Rio
id_03632;entrytype:Toponym;featuretype:Rio
id_03633;entrytype:Toponym;featuretype:Islote
id_03634;entrytype:Toponym;featuretype:Pueblo
id_03635;entrytype:Toponym;featuretype:Pueblo
id_03636;entrytype:Toponym;featuretype:Pueblo
id_03637;entrytype:Toponym;featuretype:Pueblo
id_03638;entrytype:Toponym;featuretype:Pueblo
id_03639;entrytype:Toponym;featuretype:Pueblo
id_03640;entrytype:Toponym;featuretype:Pueblo
id_03641;entrytype:Toponym;featuretype:Pueblo
id_03642;entrytype:Toponym;featuretype:Pueblo
id_03643;entrytype:Toponym;featuretype:Pueblo
id_03644;entrytype:Toponym;featuretype:Pueblo
id_03645;entrytype:Demonym;featuretype:Nación
id_03646;entrytype:Toponym;featuretype:Pueblo
id_03647;entrytype:Toponym;featuretype:Rio
id_03648;entrytype:Toponym;featuretype:Cabo
id_03649;entrytype:Toponym;featuretype:Rio
id_03650;entrytype:Toponym;featuretype:Isla
id_03651;entrytype:Toponym;featuretype:Pueblo
id_03652;entrytype:Toponym;featuretype:Monte
id_03653;entrytype:Toponym;featuretype:Pueblo
id_03654;entrytype:Toponym;featuretype:Villa
id_03655;entrytype:Toponym;featuretype:Pueblo
id_03656;entrytype:Toponym;featuretype:Pueblo
id_03657;entrytype:Toponym;featuretype:Pueblo
id_03658;entrytype:Toponym;featuretype:Pueblo
id_03659;entrytype:Toponym;featuretype:Isla
id_03660;entrytype:Toponym;featuretype:Pueblo
id_03661;entrytype:Toponym;featuretype:Isla
id_03662;entrytype:Toponym;featuretype:Pueblo
id_03663;entrytype:Toponym;featuretype:Pueblo
id_03664;entrytype:Toponym;featuretype:Pueblo
id_03665;entrytype:Toponym;featuretype:Pueblo
id_03666;entrytype:Toponym;featuretype:Pueblo
id_03667;entrytype:Toponym;featuretype:Pueblo
id_03668;entrytype:Toponym;featuretype:Pueblo
id_03669;entrytype:Toponym;featuretype:Pueblo
id_03670;entrytype:Toponym;featuretype:Valle
id_03671;entrytype:Toponym;featuretype:Pueblo
id_03672;entrytype:Toponym;featuretype:Pueblo
id_03673;entrytype:Toponym;featuretype:Pueblo
id_03674;entrytype:Toponym;featuretype:Pueblo
id_03675;entrytype:Toponym;featuretype:Pueblo
id_03676;entrytype:Toponym;featuretype:Alcaldía mayor
id_03677;entrytype:Toponym;featuretype:Pueblo
id_03678;entrytype:Toponym;featuretype:Pueblo
id_03679;entrytype:Toponym;featuretype:Pueblo
id_03680;entrytype:Toponym;featuretype:Pueblo
id_03681;entrytype:Toponym;featuretype:Reyno
id_03682;entrytype:Toponym;featuretype:Rio
id_03683;entrytype:Toponym;featuretype:Punta
id_03684;entrytype:Toponym;featuretype:Isla
id_03685;entrytype:Toponym;featuretype:Caleta
id_03686;entrytype:Toponym;featuretype:Vado
id_03687;entrytype:Toponym;featuretype:Rio
id_03688;entrytype:Toponym;featuretype:Pueblo
id_03689;entrytype:Toponym;featuretype:Pueblo
id_03690;entrytype:Toponym;featuretype:Monte
id_03691;entrytype:Toponym;featuretype:Pueblo
id_03692;entrytype:Toponym;featuretype:Pueblo
id_03693;entrytype:Toponym;featuretype:Ciudad
id_03694;entrytype:Toponym;featuretype:Monte
id_03695;entrytype:Toponym;featuretype:Rio
id_03696;entrytype:Toponym;featuretype:Pueblo
id_03697;entrytype:Toponym;featuretype:Llanura
id_03698;entrytype:Toponym;featuretype:Pueblo
id_03699;entrytype:Toponym;featuretype:Isla
id_03700;entrytype:Toponym;featuretype:Pueblo
id_03701;entrytype:Toponym;featuretype:Pueblo
id_03702;entrytype:Toponym;featuretype:Provincia
id_03703;entrytype:Toponym;featuretype:Pueblo
id_03704;entrytype:Toponym;featuretype:Pueblo
id_03705;entrytype:Toponym;featuretype:Rio
id_03706;entrytype:Toponym;featuretype:Pueblo
id_03707;entrytype:Toponym;featuretype:Montaña
id_03708;entrytype:Toponym;featuretype:Pueblo
id_03709;entrytype:Toponym;featuretype:Pueblo
id_03710;entrytype:Toponym;featuretype:Pueblo
id_03711;entrytype:Toponym;featuretype:Provincia
id_03712;entrytype:Toponym;featuretype:Pueblo
id_03713;entrytype:Toponym;featuretype:Pueblo
id_03714;entrytype:Toponym;featuretype:Pueblo
id_03715;entrytype:Toponym;featuretype:Rio
id_03716;entrytype:Toponym;featuretype:Puerto
id_03717;entrytype:Toponym;featuretype:Rio
id_03718;entrytype:Toponym;featuretype:Pueblo
id_03719;entrytype:Toponym;featuretype:Punta
id_03720;entrytype:Toponym;featuretype:Pueblo
id_03721;entrytype:Toponym;featuretype:Pueblo
id_03722;entrytype:Toponym;featuretype:Pueblo
id_03723;entrytype:Toponym;featuretype:Rio
id_03724;entrytype:Toponym;featuretype:Pueblo
id_03725;entrytype:Toponym;featuretype:Provincia
id_03726;entrytype:Toponym;featuretype:Monte
id_03727;entrytype:Toponym;featuretype:Farallón
id_03728;entrytype:Toponym;featuretype:Laguna
id_03729;entrytype:Toponym;featuretype:Provincia
id_03730;;entrytype:Demonym
id_03731;entrytype:Toponym;featuretype:Pueblo
id_03732;entrytype:Toponym;featuretype:Rio
id_03733;entrytype:Toponym;featuretype:Punta
id_03734;entrytype:Toponym;featuretype:Pueblo
id_03735;entrytype:Toponym;featuretype:Pueblo
id_03736;entrytype:Toponym;featuretype:Pueblo
id_03737;entrytype:Toponym;featuretype:Pueblo
id_03738;entrytype:Toponym;featuretype:Pueblo
id_03739;entrytype:Toponym;featuretype:Pueblo
id_03740;entrytype:Demonym;featuretype:Nación
id_03741;entrytype:Toponym;featuretype:Pueblo
id_03742;entrytype:Demonym;featuretype:Nación
id_03743;entrytype:Toponym;featuretype:Pueblo
id_03744;entrytype:Toponym;featuretype:Pueblo
id_03745;entrytype:Toponym;featuretype:Isla
id_03746;entrytype:Toponym;featuretype:Provincia
id_03747;entrytype:Toponym;featuretype:Laguna
id_03748;entrytype:Toponym;featuretype:Pueblo
id_03749;entrytype:Toponym;featuretype:Pueblo
id_03750;entrytype:Toponym;featuretype:Pueblo
id_03751;entrytype:Toponym;featuretype:Pueblo
id_03752;entrytype:Toponym;featuretype:Pueblo
id_03753;entrytype:Toponym;featuretype:Laguna
id_03754;entrytype:Toponym;featuretype:Rio
id_03755;entrytype:Toponym;featuretype:Pueblo
id_03756;entrytype:Toponym;featuretype:Rio
id_03757;entrytype:Toponym;featuretype:Laguna
id_03758;entrytype:Toponym;featuretype:Monte
id_03759;entrytype:Toponym;featuretype:Pueblo
id_03760;entrytype:Toponym;featuretype:Fortaleza
id_03761;entrytype:Toponym;featuretype:Pueblo
id_03762;entrytype:Toponym;featuretype:Isla
id_03763;entrytype:Toponym;featuretype:Isla
id_03764;entrytype:Toponym;featuretype:Pueblo
id_03765;entrytype:Toponym;featuretype:Pueblo
id_03766;entrytype:Toponym;featuretype:Sierras
id_03767;entrytype:Toponym;featuretype:Pueblo
id_03768;entrytype:Toponym;featuretype:Pueblo
id_03769;entrytype:Toponym;featuretype:Pueblo
id_03770;entrytype:Toponym;featuretype:Rio
id_03771;entrytype:Toponym;featuretype:Pueblo
id_03772;entrytype:Toponym;featuretype:Pueblo
id_03773;entrytype:Toponym;featuretype:Rio
id_03774;entrytype:Toponym;featuretype:Pueblo
id_03775;entrytype:Toponym;featuretype:Pueblo
id_03776;entrytype:Toponym;featuretype:Pueblo
id_03777;entrytype:Toponym;featuretype:Pueblo
id_03778;;entrytype:Demonym
id_03779;entrytype:Toponym;featuretype:Rio
id_03780;entrytype:Toponym;featuretype:Pueblo
id_03781;entrytype:Toponym;featuretype:Pueblo
id_03782;entrytype:Demonym;featuretype:Nación
id_03783;entrytype:Toponym;featuretype:Pueblo
id_03784;entrytype:Toponym;featuretype:Pueblo
id_03785;entrytype:Toponym;featuretype:Provincia
id_03786;entrytype:Toponym;featuretype:Pueblo
id_03787;entrytype:Toponym;featuretype:Rio
id_03788;entrytype:Toponym;featuretype:Pueblo
id_03789;;entrytype:Demonym
id_03790;entrytype:Toponym;featuretype:Pueblo
id_03791;entrytype:Toponym;featuretype:Pueblo
id_03792;entrytype:Toponym;featuretype:Pueblo
id_03793;entrytype:Toponym;featuretype:Isla
id_03794;entrytype:Toponym;featuretype:Pueblo
id_03795;entrytype:Toponym;featuretype:Ciudad
id_03796;entrytype:Toponym;featuretype:Rio
id_03797;entrytype:Toponym;featuretype:Rio
id_03798;entrytype:Toponym;featuretype:Pueblo
id_03799;;entrytype:Demonym
id_03800;entrytype:Toponym;featuretype:Pueblo
id_03801;entrytype:Toponym;featuretype:Nación
id_03802;entrytype:Toponym;featuretype:Rio
id_03803;entrytype:Toponym;featuretype:Pueblo
id_03804;entrytype:Toponym;featuretype:Partido
id_03805;entrytype:Toponym;featuretype:Rio
id_03806;entrytype:Toponym;featuretype:Pueblo
id_03807;entrytype:Toponym;featuretype:Pueblo
id_03808;entrytype:Toponym;featuretype:Rio
