termID|corresp_entry|volume|Nombre|majortype|featuretype|conf_identity|idno_base|gazetteermatch|Province|region|auto|flag|corresp_concept
TopUrbiTerm28970|id_18712|5|Julepe|Term|Nutriment|-||-|-|-|18970||
TopUrbiTerm28971|id_18713|5|Labadero|Term|Activity|-||-|-|-|18971||
TopUrbiTerm28972|id_18714|5|Lanudo|Term|Social|-||-|-|-|18972||
TopUrbiTerm28973|id_18715|5|Lapa|Term|Animal|-||-|-|-|18973||
TopUrbiTerm28974|id_18716|5|Latino|Term|Botany|-||-|-|-|18974||
TopUrbiTerm28975|id_18717|5|Leche miel|Term|Nutriment|-||-|-|-|18975||
TopUrbiTerm28976|id_18718|5|Lengua de Vaca|Term|Botany|-||-|-|-|18976||
TopUrbiTerm28977|id_18719|5|Leño blanco|Term|Botany|-||-|-|-|18977||
TopUrbiTerm28979|id_18721|5|Leon marino|Term|Animal|-||-|-|-|18979||
TopUrbiTerm28980|id_18722|5|Lere|Term|Social|-||-|-|-|18980||
TopUrbiTerm28981|id_18723|5|Lico|Term|Mineralogy|-||-|-|-|18981||
TopUrbiTerm28982|id_18724|5|Lignum vitae|Term|Botany|-||-|-|-|18982||
TopUrbiTerm28984|id_18726|5|Limpia ojos|Term|Mineralogy|-||-|-|-|18984||
TopUrbiTerm28985|id_18727|5|Limpion|Term|Pharmacy|-||-|-|-|18985||
TopUrbiTerm28986|id_18728|5|Linches|Term|Produce|-||-|-|-|18986||
TopUrbiTerm28987|id_18729|5|Liquidambar|Term|Pharmacy|-||-|-|-|18987||
TopUrbiTerm28988|id_18730|5|Liquira|Term|Textiles|-||-|-|-|18988||
TopUrbiTerm28989|id_18731|5|Liron aquatil|Term|Animal|-||-|-|-|18989||
TopUrbiTerm28990|id_18732|5|Listadillo|Term|Textiles|-||-|-|-|18990||
TopUrbiTerm28991|id_18733|5|Llaccho|Term|Landmark|-||-|-|-|18991||
TopUrbiTerm28992|id_18734|5|Llama|Term|Animal|-||-|-|-|18992||
TopUrbiTerm28993|id_18735|5|Lliclla|Term|Textiles|-||-|-|-|18993||
TopUrbiTerm28994|id_18736|5|Lobo marino|Term|Animal|-||-|-|-|18994||
TopUrbiTerm28995|id_18738|5|Loro|Term|Animal|-||-|-|-|18995||
TopUrbiTerm28996|id_18739|5|Lucma|Term|Botany|-||-|-|-|18996||
TopUrbiTerm28997|id_18740|5|Lucuma|Term|Botany|-||-|-|-|18997||
TopUrbiTerm28998|id_18741|5|Macagua|Term|Animal|-||-|-|-|18998||
TopUrbiTerm28999|id_18742|5|Macana|Term|Produce|-||-|-|-|18999||
TopUrbiTerm29000|id_18743|5|Machete|Term|Produce|-||-|-|-|19000||
TopUrbiTerm29001|id_18744|5|Macno|Term|Synonym|-||-|-|-|19001||
TopUrbiTerm29002|id_18745|5|Macuquina|Term|Measurement|-||-|-|-|19002||
TopUrbiTerm29003|id_18746|5|Madi|Term|Botany|-||-|-|-|19003||
TopUrbiTerm29004|id_18747|5|Maguei|Term|Botany|-||-|-|-|19004||
TopUrbiTerm29005|id_18748|5|Maiten|Term|Botany|-||-|-|-|19005||
TopUrbiTerm29006|id_18749|5|Maiz|Term|Botany|-||-|-|-|19006||
TopUrbiTerm29008|id_18751|5|Mamei|Term|Nutriment|-||-|-|-|19008||
TopUrbiTerm29009|id_18752|5|Mamon|Term|Nutriment|-||-|-|-|19009||
TopUrbiTerm29010|id_18753|5|Manares|Term|Produce|-||-|-|-|19010||
TopUrbiTerm29011|id_18754|5|Manati|Term|Animal|-||-|-|-|19011||
TopUrbiTerm29013|id_18756|5|Mangle|Term|Botany|-||-|-|-|19013||
TopUrbiTerm29014|id_18757|5|Mani|Term|Botany|-||-|-|-|19014||
TopUrbiTerm29015|id_18758|5|Manta|Term|Animal|-||-|-|-|19015||
TopUrbiTerm29016|id_18759|5|Manzanillo|Term|Botany|-||-|-|-|19016||
TopUrbiTerm29017|id_18760|5|Mapanae|Term|Animal|-||-|-|-|19017||
TopUrbiTerm29018|id_18761|5|Mapula|Term|Mineralogy|-||-|-|-|19018||
TopUrbiTerm29019|id_18762|5|Mapuriti|Term|Animal|-||-|-|-|19019||
TopUrbiTerm29020|id_18763|5|Maqui|Term|Botany|-||-|-|-|19020||
TopUrbiTerm29021|id_18764|5|Marañón|Term|Botany|-||-|-|-|19021||
TopUrbiTerm29022|id_18765|5|María|Term|Pharmacy|-||-|-|-|19022||
TopUrbiTerm29023|id_18766|5|Marquesote|Term|Nutriment|-||-|-|-|19023||
TopUrbiTerm29024|id_18767|5|Mata-palo|Term|Botany|-||-|-|-|19024||
TopUrbiTerm29025|id_18768|5|Mata-sarna|Term|Botany|-||-|-|-|19025||
TopUrbiTerm29026|id_18769|5|Mate|Term|Nutriment|-||-|-|-|19026||
TopUrbiTerm29027|id_18770|5|Matlazahua|Term|Illness|-||-|-|-|19027||
TopUrbiTerm29029|id_18772|5|Maya|Term|Botany|-||-|-|-|19029||
TopUrbiTerm29030|id_18773|5|Mazato|Term|Nutriment|-||-|-|-|19030||
TopUrbiTerm29031|id_18774|5|Mechoacan|Term|Pharmacy|-||-|-|-|19031||
TopUrbiTerm29032|id_18775|5|Melero|Term|Animal|-||-|-|-|19032||
TopUrbiTerm29033|id_18776|5|Mennonistas|Term|Social|-||-|-|-|19033||
TopUrbiTerm29035|id_18778|5|Metedor|Term|Social|-||-|-|-|19035||
TopUrbiTerm29036|id_18779|5|Methodistas|Term|Social|-||-|-|-|19036||
TopUrbiTerm29038|id_18781|5|Mezquite|Term|Botany|-||-|-|-|19038||
TopUrbiTerm29039|id_18782|5|Mestizo|Term|Social|-||-|-|-|19039|y|Mestizo
TopUrbiTerm29040|id_18783|5|Mita|Term|Institution|-||-|-|-|19040||
TopUrbiTerm29041|id_18784|5|Mitote|Term|Activity|-||-|-|-|19041||
TopUrbiTerm29042|id_18785|5|Mixe|Term|Pharmacy|-||-|-|-|19042||
TopUrbiTerm29043|id_18786|5|Miztlapique|Term|Animal|-||-|-|-|19043||
TopUrbiTerm29044|id_18787|5|Mocoa|Term|Pharmacy|-||-|-|-|19044||
TopUrbiTerm29045|id_18788|5|Mochilera|Term|Animal|-||-|-|-|19045||
TopUrbiTerm29046|id_18789|5|Molle|Term|Botany|-||-|-|-|19046||
TopUrbiTerm29047|id_18790|5|Moniato|Term|Nutriment|-||-|-|-|19047||
TopUrbiTerm29049|id_18792|5|Moquingana|Term|Animal|-||-|-|-|19049||
TopUrbiTerm29051|id_18794|5|Moravitas|Term|Social|-||-|-|-|19051||
TopUrbiTerm29052|id_18795|5|Moriche|Term|Botany|-||-|-|-|19052||
TopUrbiTerm29054|id_18797|5|Moron|Term|Botany|-||-|-|-|19054||
TopUrbiTerm29055|id_18798|5|Mosquito de Gusano|Term|Animal|-||-|-|-|19055||
TopUrbiTerm29056|id_18799|5|Motaqui|Term|Botany|-||-|-|-|19056||
TopUrbiTerm29057|id_18800|5|Motete|Term|Produce|-||-|-|-|19057||
TopUrbiTerm29058|id_18801|5|Moya|Term|Produce|-||-|-|-|19058||
TopUrbiTerm29060|id_18843|5|Pampano|Term|Animal|-||-|-|-|19060||
TopUrbiTerm29061|id_18844|5|Pampero|Term|Climate|-||-|-|-|19061||
TopUrbiTerm29062|id_18845|5|Panela|Term|Nutriment|-||-|-|-|19062||
TopUrbiTerm29063|id_18846|5|Panequiri|Term|Textiles|-||-|-|-|19063||
TopUrbiTerm29064|id_18847|5|Pañete|Term|Textiles|-||-|-|-|19064||
TopUrbiTerm29065|id_18848|5|Paño de|Term|Textiles|-||-|-|-|19065||
TopUrbiTerm29066|id_18849|5|Pantaura|Term|Mineralogy|-||-|-|-|19066||
TopUrbiTerm29067|id_18850|5|Panuira|Term|Animal|-||-|-|-|19067||
TopUrbiTerm29068|id_18872|5|Pexe judio|Term|Animal|-||-|-|-|19068||
TopUrbiTerm29069|id_18873|5|Pexe rey|Term|Animal|-||-|-|-|19069||
TopUrbiTerm29070|id_18874|5|Picaflor|Term|Animal|-||-|-|-|19070||
TopUrbiTerm29072|id_18876|5|Piedra de Cruz|Term|Mineralogy|-||-|-|-|19072||
TopUrbiTerm29073|id_18877|5|Pilco|Term|Botany|-||-|-|-|19073||
TopUrbiTerm29075|id_18879|5|Pimienta|Term|Nutriment|-||-|-|-|19075||
TopUrbiTerm29076|id_18880|5|Piña|Term|Botany|-||-|-|-|19076||
TopUrbiTerm29077|id_18881|5|Pinipichi|Term|Pharmacy|-||-|-|-|19077||
TopUrbiTerm29078|id_18882|5|Piñones|Term|Pharmacy|-||-|-|-|19078||
TopUrbiTerm29079|id_18883|5|Piñuela|Term|Botany|-||-|-|-|19079||
TopUrbiTerm29080|id_18884|5|Piojo de Sabana|Term|Animal|-||-|-|-|19080||
TopUrbiTerm29081|id_18885|5|Pipian|Term|Nutriment|-||-|-|-|19081||
TopUrbiTerm29083|id_18887|5|Pique|Term|Activity|-||-|-|-|19083||
TopUrbiTerm29084|id_18888|5|Piragua|Term|Construction|-||-|-|-|19084||
TopUrbiTerm29085|id_18889|5|Piritu|Term|Botany|-||-|-|-|19085||
TopUrbiTerm29086|id_18890|5|Pita|Term|Botany|-||-|-|-|19086||
TopUrbiTerm29087|id_18891|5|Pita haya|Term|Botany|-||-|-|-|19087||
TopUrbiTerm29089|id_18893|5|Piuquen|Term|Animal|-||-|-|-|19089||
TopUrbiTerm29090|id_18894|5|Pixbae|Term|Nutriment|-||-|-|-|19090||
TopUrbiTerm29091|id_18895|5|Planta universal|Term|Botany|-||-|-|-|19091||
TopUrbiTerm29092|id_18896|5|Platano|Term|Botany|-||-|-|-|19092||
TopUrbiTerm29093|id_18897|5|Polizon|Term|Social|-||-|-|-|19093||
TopUrbiTerm29094|id_18898|5|Polizones|Term|Produce|-||-|-|-|19094||
TopUrbiTerm29095|id_18899|5|Polleras|Term|Textiles|-||-|-|-|19095||
TopUrbiTerm29096|id_18900|5|Pomo|Term|Produce|-||-|-|-|19096||
TopUrbiTerm29097|id_18901|5|Poncho|Term|Produce|-||-|-|-|19097||
TopUrbiTerm29098|id_18902|5|Pongo|Term|Landmark|-|||unspecified|-|19098|y|Pongo
TopUrbiTerm29099|id_18903|5|Potichi|Term|Animal|-||-|-|-|19099||
TopUrbiTerm29101|id_18905|5|Preñadilla|Term|Animal|-||-|-|-|19101||
TopUrbiTerm29102|id_18906|5|Presbiterianos|Term|Social|-||-|-|-|19102||
TopUrbiTerm29103|id_18907|5|Prieto|Term|Synonym|-||-|-|-|19103||
TopUrbiTerm29104|id_18908|5|Puchugchu|Term|Botany|-||-|-|-|19104||
TopUrbiTerm29105|id_18909|5|Puelche|Term|Climate|-||-|-|-|19105||
TopUrbiTerm29106|id_18910|5|Pulperia|Term|Construction|-||-|-|-|19106||
TopUrbiTerm29107|id_18911|5|Pulque|Term|Nutriment|-||-|-|-|19107||
TopUrbiTerm29108|id_18912|5|Puma|Term|Animal|-||-|-|-|19108||
TopUrbiTerm29109|id_18913|5|Puna|Term|Landmark|-||-|-|-|19109|y|Puna
TopUrbiTerm29110|id_18914|5|Pupitiri|Term|Animal|-||-|-|-|19110||
TopUrbiTerm29111|id_18915|5|Purpura|Term|Nutriment|-||-|-|-|19111||
TopUrbiTerm29112|id_18916|5|Quacaro|Term|Social|-||-|-|-|19112||
TopUrbiTerm29113|id_18917|5|Quapaxtle|Term|Pharmacy|-||-|-|-|19113||
TopUrbiTerm29114|id_18918|5|Quarteron|Term|Social|-||-|-|-|19114||
TopUrbiTerm29115|id_18919|5|Quartillo|Term|Measurement|-||-|-|-|19115||
TopUrbiTerm29116|id_18920|5|Quebracho|Term|Botany|-||-|-|-|19116||
TopUrbiTerm29117|id_18921|5|Quebranta huesos|Term|Animal|-||-|-|-|19117||
TopUrbiTerm29118|id_18922|5|Quechue|Term|Botany|-||-|-|-|19118||
TopUrbiTerm29119|id_18923|5|Quesadilla|Term|Nutriment|-||-|-|-|19119||
TopUrbiTerm29120|id_18924|5|Queyapi|Term|Textiles|-||-|-|-|19120||
TopUrbiTerm29121|id_18925|5|Quiaguequenoto|Term|Animal|-||-|-|-|19121||
TopUrbiTerm29122|id_18926|5|Quina|Term|Pharmacy|-||-|-|-|19122||
TopUrbiTerm29124|id_18928|5|Quinchamali|Term|Botany|-||-|-|-|19124||
TopUrbiTerm29125|id_18929|5|Quinte|Term|Animal|-||-|-|-|19125||
TopUrbiTerm29126|id_18930|5|Quinteron|Term|Social|-||-|-|-|19126||
TopUrbiTerm29127|id_18931|5|Rabo pelado|Term|Animal|-||-|-|-|19127||
TopUrbiTerm29128|id_18932|5|Racoon|Term|Animal|-||-|-|-|19128||
TopUrbiTerm29129|id_18933|5|Rancheria|Term|Settlement|-||-|-|-|19129||
TopUrbiTerm29130|id_18934|5|Rapadura|Term|Nutriment|-||-|-|-|19130||
TopUrbiTerm29131|id_18935|5|Raton|Term|Animal|-||-|-|-|19131||
TopUrbiTerm29132|id_18936|5|Reyeque|Term|Animal|-||-|-|-|19132||
TopUrbiTerm29133|id_18937|5|Rodadores|Term|Animal|-||-|-|-|19133||
TopUrbiTerm29134|id_18938|5|Rogerernes|Term|Social|-||-|-|-|19134||
TopUrbiTerm29136|id_18940|5|Ruana|Term|Textiles|-||-|-|-|19136||
TopUrbiTerm29137|id_18941|5|Sabana|Term|Landmark|-|||unspecified|-|19137|y|Sabana
TopUrbiTerm29138|id_18942|5|Sabanilla|Term|Textiles|-||-|-|-|19138||
TopUrbiTerm29140|id_18944|5|Salta atras|Term|Social|-||-|-|-|19140||
TopUrbiTerm29141|id_18945|5|Saramicues|Term|Animal|-||-|-|-|19141||
TopUrbiTerm29142|id_18946|5|Sargazo|Term|Botany|-||-|-|-|19142||
TopUrbiTerm29143|id_18947|5|Sasafras|Term|Botany|-||-|-|-|19143||
TopUrbiTerm29144|id_18948|5|Seña|Term|Measurement|-||-|-|-|19144|y|Seña
TopUrbiTerm29146|id_18950|5|Separatistas|Term|Social|-||-|-|-|19146||
TopUrbiTerm29147|id_18951|5|Sierpe volante|Term|Animal|-||-|-|-|19147||
TopUrbiTerm29148|id_18952|5|Siote|Term|Animal|-||-|-|-|19148||
TopUrbiTerm29149|id_18953|5|Soata|Term|Nutriment|-||-|-|-|19149||
TopUrbiTerm29151|id_18955|5|Suche|Term|Botany|-||-|-|-|19151||
TopUrbiTerm29152|id_18956|5|Sopilote|Term|Animal|-||-|-|-|19152||
TopUrbiTerm29153|id_18957|5|Sopilote|Term|Produce|-||-|-|-|19153||
TopUrbiTerm29154|id_18958|5|Suelda consuelda|Term|Animal|-||-|-|-|19154||
TopUrbiTerm29156|id_18960|5|Tabaco|Term|Pharmacy|-||-|-|-|19156||
TopUrbiTerm29157|id_18961|5|Tacamauaca|Term|Pharmacy|-||-|-|-|19157||
TopUrbiTerm29158|id_18962|5|Tache|Term|Animal|-||-|-|-|19158||
TopUrbiTerm29159|id_18963|5|Tajibo|Term|Botany|-||-|-|-|19159||
TopUrbiTerm29160|id_18964|5|Tamal|Term|Nutriment|-||-|-|-|19160||
TopUrbiTerm29161|id_18965|5|Tamarindo|Term|Pharmacy|-||-|-|-|19161||
TopUrbiTerm29162|id_18966|5|Tambo|Term|Construction|-||-|-|-|19162||
TopUrbiTerm29163|id_18967|5|Taravita|Term|Produce|-||-|-|-|19163||
TopUrbiTerm29164|id_18968|5|Tarai|Term|Botany|-||-|-|-|19164||
TopUrbiTerm29165|id_18969|5|Tasajo|Term|Nutriment|-||-|-|-|19165||
TopUrbiTerm29166|id_18970|5|Taya|Term|Animal|-||-|-|-|19166||
TopUrbiTerm29167|id_18971|5|Taye|Term|Animal|-||-|-|-|19167||
TopUrbiTerm29168|id_18972|5|Teanguis|Term|Institution|-||-|-|-|19168||
TopUrbiTerm29169|id_18973|5|Tecolote|Term|Animal|-||-|-|-|19169||
TopUrbiTerm29170|id_18974|5|Tembladera|Term|Produce|-||-|-|-|19170||
TopUrbiTerm29172|id_18977|5|Temepechin|Term|Animal|-||-|-|-|19172||
TopUrbiTerm29173|id_18978|5|Tente en el Ayre|Term|Social|-||-|-|-|19173|y|Tente en el Ayre
TopUrbiTerm29174|id_18979|5|Tepeiscuntli|Term|Animal|-||-|-|-|19174||
TopUrbiTerm29175|id_18980|5|Tepexilote|Term|Nutriment|-||-|-|-|19175||
TopUrbiTerm29176|id_18981|5|Tigrilla|Term|Animal|-||-|-|-|19176||
TopUrbiTerm29177|id_18982|5|Tinajero|Term|Mineralogy|-||-|-|-|19177||
TopUrbiTerm29178|id_18983|5|Tipa|Term|Botany|-||-|-|-|19178||
TopUrbiTerm29179|id_18984|5|Tiradera|Term|Produce|-||-|-|-|19179||
TopUrbiTerm29180|id_18985|5|Titi|Term|Animal|-||-|-|-|19180||
TopUrbiTerm29181|id_18986|5|Titi|Term|Animal|-||-|-|-|19181||
TopUrbiTerm29182|id_18987|5|Toche|Term|Animal|-||-|-|-|19182||
TopUrbiTerm29183|id_18988|5|Tolu|Term|Pharmacy|-||-|-|-|19183||
TopUrbiTerm29184|id_18989|5|Tortuga|Term|Animal|-||-|-|-|19184||
TopUrbiTerm29185|id_18990|5|Toto|Term|Animal|-||-|-|-|19185||
TopUrbiTerm29186|id_18991|5|Totora|Term|Botany|-||-|-|-|19186||
TopUrbiTerm29187|id_18992|5|Trillis|Term|Animal|-||-|-|-|19187||
TopUrbiTerm29188|id_18993|5|Trompetero|Term|Animal|-||-|-|-|19188||
TopUrbiTerm29189|id_18994|5|Tropico|Term|Animal|-||-|-|-|19189||
TopUrbiTerm29191|id_18996|5|Tucuyo|Term|Textiles|-||-|-|-|19191||
TopUrbiTerm29192|id_18997|5|Tulcan|Term|Animal|-||-|-|-|19192||
TopUrbiTerm29193|id_18998|5|Taricha|Term|Animal|-||-|-|-|19193||
TopUrbiTerm29194|id_18999|5|Turma|Term|Botany|-||-|-|-|19194||
TopUrbiTerm29196|id_19001|5|Turquesa|Term|Mineralogy|-||-|-|-|19196||
TopUrbiTerm29197|id_19002|5|Tutuma|Term|Botany|-||-|-|-|19197||
TopUrbiTerm29200|id_19005|5|Ubaque|Term|Climate|-||-|-|-|19200||
TopUrbiTerm29201|id_19006|5|Vergonzosa|Term|Botany|-||-|-|-|19201||
TopUrbiTerm29202|id_19007|5|Vicuña|Term|Animal|-||-|-|-|19202||
TopUrbiTerm29203|id_19008|5|Vijao|Term|Botany|-||-|-|-|19203||
TopUrbiTerm29204|id_19009|5|Viravira|Term|Pharmacy|-||-|-|-|19204||
TopUrbiTerm29205|id_19010|5|Viruli|Term|Produce|-||-|-|-|19205||
TopUrbiTerm29206|id_19011|5|Vizcacha|Term|Animal|-||-|-|-|19206||
TopUrbiTerm29207|id_19012|5|Umiri|Term|Botany|-||-|-|-|19207||
TopUrbiTerm29208|id_19013|5|Vomito negro|Term|Illness|-||-|-|-|19208||
TopUrbiTerm29209|id_19014|5|Urundei|Term|Botany|-||-|-|-|19209||
TopUrbiTerm29210|id_19015|5|Uta|Term|Animal|-||-|-|-|19210||
TopUrbiTerm29211|id_19016|5|Uyama|Term|Nutriment|-||-|-|-|19211||
TopUrbiTerm29212|id_19017|5|Xacal|Term|Construction|-||-|-|-|19212||
TopUrbiTerm29213|id_19018|5|Xaguel|Term|Construction|-||-|-|-|19213||
TopUrbiTerm29214|id_19019|5|Xicara|Term|Produce|-||-|-|-|19214||
TopUrbiTerm29215|id_19020|5|Xuchicopal|Term|Botany|-||-|-|-|19215||
TopUrbiTerm29217|id_19022|5|Yanacona|Term|Social|-||-|-|-|19217||
TopUrbiTerm29219|id_19025|5|Yerba del Paraguay|Term|Botany|-||-|-|-|19219||
TopUrbiTerm29220|id_19026|5|Yuca|Term|Botany|-||-|-|-|19220||
TopUrbiTerm29221|id_19027|5|Zambo|Term|Social|-||-|-|-|19221|y|Zambo
TopUrbiTerm29222|id_19028|5|Zancudo|Term|Animal|-||-|-|-|19222||
TopUrbiTerm29223|id_19029|5|Zapayo|Term|Nutriment|-||-|-|-|19223||
TopUrbiTerm29224|id_19030|5|Zapote|Term|Nutriment|-||-|-|-|19224||
TopUrbiTerm29225|id_19031|5|Zaque|Term|Social|-||-|-|-|19225||
TopUrbiTerm29226|id_19032|5|Zarzaparrilla|Term|Botany|-||-|-|-|19226||
TopUrbiTerm29227|id_19033|5|Zenzontli|Term|Animal|-||-|-|-|19227||
TopUrbiTerm29228|id_19034|5|Zipa|Term|Social|-||-|-|-|19228||
TopUrbiTerm29229|id_19035|5|Zuhe|Term|Synonym|-||-|-|-|19229||
TopUrbiTerm29230|id_19036|5|Zumbador|Term|Animal|-||-|-|-|19230||
TopUrbiTerm29231|id_19037|5|Zumgut|Term|Animal|-||-|-|-|19231||
TopUrbiTerm29232|id_19038|5|Zurron|Term|Produce|-||-|-|-|19232||
TopUrbiTerm29270|id_18802a|5|Muca-muca|Term|Botany|-||-|-|-|19270||
