entry_id,corresp_entry,normname,entrytype,majortype,featuretype,province,region,PlaceID
id_00005,,Abbots,Toponym,landmark,Rio,North Carolina,unspecified,TopUrbiPlace10001
id_00006,,Abacachis,Toponym,settlement,Pueblo de Indios,Amazonas,Brasil,TopUrbiPlace10002
id_00007,,Abacoa,Referral,Referral,None,unspecified,unspecified,TopUrbiPlace10003
id_00008,,Abacqua,Toponym,settlement,Pueblo,Buenos Aires,unspecified,TopUrbiPlace10004
id_00009,,Abacu,Toponym,landmark,Punta,Santo Domingo,unspecified,TopUrbiPlace10005
id_00010,,Abades,Toponym,settlement,Pueblo,Popayan,unspecified,TopUrbiPlace10006
id_00011,,Abancay,Toponym,territory,Provincia,Abancay,Perú,TopUrbiPlace10007
id_00012,,Abancay,Toponym,settlement,Pueblo,Abancay,Perú,TopUrbiPlace10008
id_00013,,Abancay,Toponym,settlement,Pueblo,Cuenca,Quito,TopUrbiPlace10009
id_00014,,Abanes,Toponym,human_group,Nación,San Juan de los Llanos,Nueva Granada,TopUrbiGroup10010
id_00015,,Abangoui,Toponym,settlement,Pueblo,Paraguay,unspecified,TopUrbiPlace10011
id_00016,,Abaranquen,Toponym,landmark,Rio,Guayana,unspecified,TopUrbiPlace10012
id_00017,,Abecochi,Toponym,settlement,Pueblo de Indios,South Carolina,unspecified,TopUrbiPlace10013
id_00018,,Abeicas,Toponym,human_group,Nación,Canada,Nueva Francia,TopUrbiGroup10014
id_00019,,Abercorn,Toponym,settlement,Pueblo,Georgia,unspecified,TopUrbiPlace10015
id_00020,,Montañas de Abide,Toponym,landmark,Montañas,Cartagena,unspecified,TopUrbiPlace10016
id_00021,,Abigiras,Toponym,settlement,Pueblo de Indios,Maynas,Quito,TopUrbiPlace10017
id_00022,,Abipi,Toponym,settlement,Pueblo,Tunja,Nueva Granada,TopUrbiPlace10018
id_00023,,Abipones,Toponym,human_group,Nación,Tucuman,unspecified,TopUrbiGroup10019
id_00024,,Abisca,Toponym,territory,Provincia,Abisca,Perú,TopUrbiPlace10020
id_00025,,Quartel des Abismes,Toponym,landmark,Parte,Guadalupe,unspecified,TopUrbiPlace10021
id_00026,,Abitanis,Toponym,landmark,Monte,Lipes,Perú,TopUrbiPlace10022
id_00027,,Aeitibis,Toponym,landmark,Lago,Hudson,unspecified,TopUrbiPlace10023
id_00028,,Abitigas,Toponym,human_group,Nación,Tarma,Perú,TopUrbiGroup10024
id_00029,,Aborigen,Toponym,landmark,Puerto,Seara,unspecified,TopUrbiPlace10025
id_00030,,Abra,Toponym,landmark,Isla,Estrecho magellanico,Patagonia,TopUrbiPlace10026
id_00031,,Abreolhos,Toponym,landmark,Punta,Espiritu Santo,Brasil,TopUrbiPlace10027
id_00032,,Abrojos,Toponym,landmark,Baxo,California,unspecified,TopUrbiPlace10028
id_00033,,Abrojos,Referral,Referral,None,unspecified,unspecified,TopUrbiPlace10029
id_00034,,Abucara,Toponym,settlement,Pueblo,Lucanas,Perú,TopUrbiPlace10030
id_00035,,San Joseph de los Abucees,Toponym,settlement,Pueblo,Quixos y Macas,Quito,TopUrbiPlace10031
id_00036,,San Bartolomé de Aburra,Toponym,settlement,Villa,Antioquia,Nueva Granada,TopUrbiPlace10032
id_00037,,Aca,Toponym,settlement,Pueblo,Tlaxcala,Nueva España,TopUrbiPlace10033
id_00038,,Acachxla,Toponym,settlement,Pueblo,Yamparaes,Perú,TopUrbiPlace10034
id_00039,,Acacuña,Toponym,landmark,Monte,Arica,Perú,TopUrbiPlace10035
id_00040,,Acadia,Toponym,territory,Provincia,Acadia,Nueva Escocia,TopUrbiPlace10036
id_00041,,Acaguato,Toponym,settlement,Pueblo,Tancitaro,unspecified,TopUrbiPlace10037
id_00042,,Acaia,Toponym,settlement,Pueblo,Cajatambo,Perú,TopUrbiPlace10038
id_00043,,Acambaro,Toponym,settlement,Pueblo Cabecera,Michoacan,unspecified,TopUrbiPlace10039
id_00044,,Acamistlahuac,Toponym,settlement,Pueblo Cabecera,Taxco,unspecified,TopUrbiPlace10040
id_00045,,Acamuchitlan,Toponym,settlement,Pueblo,Zultepec,unspecified,TopUrbiPlace10041
id_00046,,Acamon,Toponym,landmark,Rio,Guayana,unspecified,TopUrbiPlace10042
id_00047,,Acaxuchitlan,Toponym,settlement,Pueblo Cabecera,Tulancingo,unspecified,TopUrbiPlace10043
id_00048,,Acanti,Toponym,landmark,Rio,Darien,Tierra-Firme,TopUrbiPlace10044
id_00049,,Acantepec,Toponym,settlement,Pueblo Cabecera,Tlapa,unspecified,TopUrbiPlace10045
id_00050,id_01060,Acapala,Toponym,settlement,Pueblo,Chiapas,Guatemala,TopUrbiPlace10046
id_00051,,San Diego de Acapazingo,Toponym,settlement,Pueblo,Cuernavaca,unspecified,TopUrbiPlace10047
id_00052,,Acapetlahuaia,Toponym,settlement,Pueblo,Zacualpa,unspecified,TopUrbiPlace10048
id_00053,,Acaponeta,Toponym,territory,Alcaldía mayor,Nueva Galicia,Nueva Galicia,TopUrbiPlace10049
id_00054,,Acapulco,Toponym,settlement,Ciudad,Acapulco,unspecified,TopUrbiPlace10050
id_00055,,Acaraga,Toponym,landmark,Rio,Paraguay,unspecified,TopUrbiPlace10051
id_00056,,Acarai,Toponym,settlement,Pueblo,Paraguay,unspecified,TopUrbiPlace10052
id_00057,,Acarai,Toponym,landmark,Rio,Paraguay,unspecified,TopUrbiPlace10053
id_00058,,Acarapu,Toponym,landmark,Rio,Surinam,unspecified,TopUrbiPlace10054
id_00059,,Acari,Toponym,settlement,Pueblo,Camana,Perú,TopUrbiPlace10055
id_00060,,Acari,Toponym,landmark,Punta,Camana,unspecified,TopUrbiPlace10056
id_00061,,Acari,Toponym,landmark,Rio,Camana,unspecified,TopUrbiPlace10057
id_00062,,Acari,Toponym,landmark,Rio,Amazonas,Brasil,TopUrbiPlace10058
id_00063,,Acarigua,Toponym,settlement,Pueblo,Venezuela,unspecified,TopUrbiPlace10059
id_00064,,Acarigua,Toponym,landmark,Rio,Venezuela,unspecified,TopUrbiPlace10060
id_00065,,Acarreto,Toponym,landmark,Puerto,Darien,unspecified,TopUrbiPlace10061
id_00066,,Acaruaca,Toponym,landmark,Rio,Amazonas,Brasil,TopUrbiPlace10062
id_00067,,Acassa,Toponym,landmark,Rio,Guayana,unspecified,TopUrbiPlace10063
id_00068,,Acasabastlan,Toponym,settlement,Pueblo,Chiapas,Guatemala,TopUrbiPlace10064
id_00069,,Acatepec,Toponym,settlement,Pueblo,Tehuacan,unspecified,TopUrbiPlace10065
id_00070,,Acatepec,Toponym,settlement,Pueblo,Cozamaloapan,unspecified,TopUrbiPlace10066
id_00071,,Acatepec,Toponym,settlement,Pueblo,Nejapa,unspecified,TopUrbiPlace10067
id_00072,,San Miguel Acatepec,Toponym,settlement,Pueblo,Guamelula,unspecified,TopUrbiPlace10068
id_00073,,Acatepec,Toponym,settlement,Pueblo,Jicayan,unspecified,TopUrbiPlace10069
id_00074,,San Francisco de Acatepeque,Toponym,settlement,Pueblo,Cholula,unspecified,TopUrbiPlace10070
id_00075,,Acatepeque,Toponym,settlement,Pueblo,Igualapa,unspecified,TopUrbiPlace10071
id_00076,,Acatic,Toponym,settlement,Pueblo,Tecpatitlan,Nueva Galicia,TopUrbiPlace10072
id_00077,,Acatico,Toponym,settlement,Pueblo,Cuquio,Nueva España,TopUrbiPlace10073
id_00078,,Acatlan,Toponym,settlement,Pueblo Capital,Acatlan,unspecified,TopUrbiPlace10074
id_00078a,,San Andrés Acatlan,Toponym,settlement,Pueblo,Xalapa,unspecified,TopUrbiPlace10075
id_00079,,San Pedro Acatlan,Toponym,settlement,Pueblo,Nejapa,unspecified,TopUrbiPlace10076
id_00080,,Acatlan,Toponym,settlement,Pueblo,Nejapa,unspecified,TopUrbiPlace10077
id_00081,,Acatlan,Toponym,settlement,Pueblo,Senticpac,unspecified,TopUrbiPlace10078
id_00081a,,Acatlan,Toponym,settlement,Pueblo,Tulancingo,unspecified,TopUrbiPlace10079
id_00082,,Santa María de Acatlazingo,Toponym,settlement,Pueblo,Nejapa,unspecified,TopUrbiPlace10080
id_00083,,Acatula,Toponym,settlement,Pueblo,Venezuela,unspecified,TopUrbiPlace10081
id_00084,,Acaxee,Toponym,human_group,Nación,Topia,unspecified,TopUrbiGroup10082
id_00085,,Santa Mará de Acaxete,Toponym,settlement,Pueblo Cabecera,Tepeaca,unspecified,TopUrbiPlace10083
id_00086,,Acayuca,Toponym,territory,Alcaldía mayor,Acayuca,unspecified,TopUrbiPlace10084
id_00087,,Acayuca,Toponym,settlement,Pueblo,Pachuca,unspecified,TopUrbiPlace10085
id_00088,,San Juan de Acacingo,Toponym,settlement,Pueblo Cabecera,Tepeaca,unspecified,TopUrbiPlace10086
id_00089,,Acazutla,Toponym,landmark,Puerto,Suchitepec,Guatemala,TopUrbiPlace10087
id_00090,,Accha,Toponym,settlement,Pueblo,Chilques y Masques,Perú,TopUrbiPlace10088
id_00091,,Accha-amansaia,Toponym,settlement,Pueblo,Chilques y Masques,Perú,TopUrbiPlace10089
id_00092,,Accha-urinzaba,Toponym,settlement,Pueblo,Chilques y Masques,Perú,TopUrbiPlace10090
id_00093,,Aceites,Toponym,landmark,Rio,Caracas,Tierra-Firme,TopUrbiPlace10091
id_00094,,Montes de Acha,Toponym,landmark,Montes,Guayana,unspecified,TopUrbiPlace10092
id_00095,,Achacache,Toponym,settlement,Pueblo,Omasuyos,Perú,TopUrbiPlace10093
id_00096,,Achagua,Toponym,human_group,Nación,unspecified,Nueva Granada,TopUrbiGroup10094
id_00097,,Montañas de Achala,Toponym,landmark,Montañas,Tucuman,Chile,TopUrbiPlace10095
id_00098,,Acamqui,Referral,Referral,None,unspecified,unspecified,TopUrbiPlace10096
id_00099,,Achas,Toponym,settlement,Pueblo,Huamanga,Perú,TopUrbiPlace10097
id_00100,,Ensenada de Achepe,Toponym,landmark,Puerto,New Scotland,unspecified,TopUrbiPlace10098
id_00101,,San Miguel de Achiautla,Toponym,settlement,Pueblo Cabecera,Tepozcolula,unspecified,TopUrbiPlace10099
id_00102,,Achibamba,Toponym,landmark,Rio,Maynas,Quito,TopUrbiPlace10100
id_00103,,Achinutlan,Toponym,landmark,Monte,Guayana,unspecified,TopUrbiPlace10101
id_00104,,Achira,Referral,Referral,None,unspecified,unspecified,TopUrbiPlace10102
id_00105,,Achite,Toponym,landmark,Rio,Guayana,unspecified,TopUrbiPlace10103
id_00106,,Achocaixa,Toponym,settlement,Pueblo,Pacajes,Perú,TopUrbiPlace10104
id_00107,id_07150,Achogoa,Toponym,settlement,Pueblo,Sinaloa,unspecified,TopUrbiPlace10105
id_00107a,,Achoma,Toponym,settlement,Pueblo,Collahuas,Perú,TopUrbiPlace10106
id_00108,,Achonga,Toponym,settlement,Pueblo,Angaraes,Perú,TopUrbiPlace10107
id_00109,,Achoupekahigan,Toponym,landmark,Rio,Canada,unspecified,TopUrbiPlace10108
id_00110,,Acla,Toponym,settlement,Ciudad,Darien,Tierra-Firme,TopUrbiPlace10109
id_00111,,Acobamba,Toponym,settlement,Pueblo,Angaraes,Perú,TopUrbiPlace10110
id_00112,,Acobamba,Toponym,settlement,Pueblo,Jauja,unspecified,TopUrbiPlace10111
id_00113,,Acobamba,Toponym,settlement,Pueblo,Tarma,unspecified,TopUrbiPlace10112
id_00114,,Acobambilla,Toponym,settlement,Pueblo,Angaraes,Perú,TopUrbiPlace10113
id_00115,,Acochala,Toponym,landmark,Monte,Lipes,unspecified,TopUrbiPlace10114
id_00116,,Acocho,Toponym,settlement,Pueblo,Huanta,Perú,TopUrbiPlace10115
id_00117,,Acola,Toponym,settlement,Pueblo,Lucanas,Perú,TopUrbiPlace10116
id_00118,,San Agustin de Acolman,Toponym,settlement,Pueblo,Texcoco,Nueva España,TopUrbiPlace10117
id_00119,,Acoma,Toponym,settlement,Pueblo,Nuevo Mexico,Nuevo México,TopUrbiPlace10118
id_00120,,Acomack,Toponym,territory,Condado,Virginia,unspecified,TopUrbiPlace10119
id_00121,,Acomaio,Toponym,settlement,Pueblo,Huanuco,Perú,TopUrbiPlace10120
id_00122,,Acomaio,Toponym,settlement,Pueblo,Quispicanchi,Perú,TopUrbiPlace10121
id_00123,,Acomarca,Toponym,settlement,Pueblo,Vilcas-huaman,Perú,TopUrbiPlace10122
id_00124,,Acomes,Toponym,landmark,Salto,Continente,unspecified,TopUrbiPlace10123
id_00125,,Acomulco,Toponym,settlement,Pueblo,Sochicoatlan,Nueva España,TopUrbiPlace10124
id_00126,,Aconcagua,Toponym,territory,Provincia,Aconcagua,Chile,TopUrbiPlace10125
id_00127,,Aconcagua,Toponym,landmark,Volcán,Aconcagua,unspecified,TopUrbiPlace10126
id_00128,id_05975,Aconcagua,Toponym,settlement,Pueblo,Aconcagua,unspecified,TopUrbiPlace10127
id_00129,,Aconcagua,Toponym,landmark,Volcán,Chile,unspecified,TopUrbiPlace10128
id_00130,,Aconchi,Toponym,settlement,Pueblo,Sonora,Nueva España,TopUrbiPlace10129
id_00131,,Aconichi,Toponym,settlement,Pueblo de Indios,North Carolina,unspecified,TopUrbiPlace10130
id_00132,,Aconichi,Toponym,landmark,Isla,North Carolina,unspecified,TopUrbiPlace10131
id_00133,,Aconquija,Toponym,landmark,Cerro,Tucuman,unspecified,TopUrbiPlace10132
id_00134,,Acopia,Toponym,settlement,Pueblo,Quispicanchi,Perú,TopUrbiPlace10133
id_00135,,Acora,Toponym,settlement,Pueblo,Chucuito,Perú,TopUrbiPlace10134
id_00136,,Acori,Toponym,landmark,Rio,Amazonas,Brasil,TopUrbiPlace10135
id_00137,,Acoria,Toponym,settlement,Pueblo,Angaraes,Perú,TopUrbiPlace10136
id_00138,id_00142,Acos,Toponym,settlement,Pueblo,Jauja,Perú,TopUrbiPlace10137
id_00139,,Acos,Toponym,settlement,Pueblo,Quispicanchi,unspecified,TopUrbiPlace10138
id_00140,,Acosta,Toponym,settlement,Pueblo,Pernambuco,Brasil,TopUrbiPlace10139
id_00141,,Acostamba,Toponym,settlement,Pueblo,Castrovirreyna,Perú,TopUrbiPlace10140
id_00142,,Acostambo,Toponym,settlement,Pueblo,Huanta,Perú,TopUrbiPlace10141
id_00143,,Acotama,Toponym,settlement,Pueblo,Chancay,Perú,TopUrbiPlace10142
id_00144,,Acotitlan,Toponym,settlement,Pueblo,Autlan,unspecified,TopUrbiPlace10143
id_00145,,Acoxchiapa,Toponym,settlement,Pueblo,Cuernavaca,Nueva España,TopUrbiPlace10144
id_00146,,San Mateo de Actipa,Toponym,settlement,Pueblo,Texcoco,Nueva España,TopUrbiPlace10145
id_00147,,Santa María de Actipaque,Toponym,settlement,Pueblo,Teotihuacan,Nueva España,TopUrbiPlace10146
id_00148,,Actopan,Toponym,territory,Partido,Actopan,Nueva España,TopUrbiPlace10147
id_00149,,San Pedro de Actopan,Toponym,settlement,Pueblo Cabecera,Xochimilco,Nueva España,TopUrbiPlace10148
id_00150,,Acua,Toponym,landmark,Rio,Amazonas,Brasil,TopUrbiPlace10149
id_00151,,Acuiapan,Toponym,settlement,Pueblo,Zultepec,Nueva España,TopUrbiPlace10150
id_00152,,Acuilpa,Toponym,settlement,Pueblo,Tlapa,Nueva España,TopUrbiPlace10151
id_00153,,Acuio,Toponym,settlement,Pueblo,Sinagua,Nueva España,TopUrbiPlace10152
id_00154,,Acul,Toponym,settlement,Pueblo,Saint-Domingue,unspecified,TopUrbiPlace10153
id_00155,,Acul,Toponym,settlement,Pueblo,Saint-Domingue,unspecified,TopUrbiPlace10154
id_00156,,Acul,Toponym,settlement,Pueblo,Saint-Domingue,unspecified,TopUrbiPlace10155
id_00157,,Acul,Toponym,landmark,Rio,Saint-Domingue,unspecified,TopUrbiPlace10156
id_00158,,San Pedro de Acula,Toponym,settlement,Pueblo,Cozamaloapan,Nueva España,TopUrbiPlace10157
id_00159,,Aculeo,Toponym,landmark,Laguna,Rancagua,Chile,TopUrbiPlace10158
id_00160,,Acuma,Toponym,landmark,Rio,Seara,Brasil,TopUrbiPlace10159
id_00161,,Acuracu,Toponym,landmark,Rio,Seara,Brasil,TopUrbiPlace10160
id_00162,,Acuraipiti,Toponym,landmark,Rio,Paraguay,unspecified,TopUrbiPlace10161
id_00163,,Acutitlan,Toponym,settlement,Pueblo,Zultepec,Nueva España,TopUrbiPlace10162
id_00164,,Acutzio,Toponym,settlement,Pueblo,Michoacan,unspecified,TopUrbiPlace10163
id_00165,,Nuestra Señora del Pilar de los Adaes,Toponym,settlement,Población,Texas,unspecified,TopUrbiPlace10164
id_00166,,Adaes,Toponym,landmark,Laguna,Texas,unspecified,TopUrbiPlace10165
id_00167,,Adaes,Toponym,landmark,Rio,Texas,unspecified,TopUrbiPlace10166
id_00168,,Adaua,Toponym,landmark,Rio,San Juan de los Llanos,Nueva Granada,TopUrbiPlace10167
id_00169,,Adauaquiana,Toponym,landmark,Rio,Guayana,unspecified,TopUrbiPlace10168
id_00170,,Adiconi,Toponym,landmark,Puerto,Venezuela,unspecified,TopUrbiPlace10169
id_00171,,Addi,Toponym,settlement,Pueblo,Sonora,Nueva España,TopUrbiPlace10170
id_00172,,Addis,Toponym,settlement,Pueblo,Barbados,unspecified,TopUrbiPlace10171
id_00173,,Aeoles,Toponym,settlement,Pueblo de Indios,Orinoco,Nueva Granada,TopUrbiPlace10172
id_00174,,Adoratorio,Toponym,settlement,Pueblo,Huarochiri,Perú,TopUrbiPlace10173
id_00175,,Aduana,Toponym,settlement,Pueblo,Maracaibo,unspecified,TopUrbiPlace10174
id_00176,,Aduance,Referral,Referral,None,unspecified,unspecified,TopUrbiPlace10175
id_00177,,Aeiquaia,Toponym,settlement,Pueblo Cabecera,Tonala,Nueva España,TopUrbiPlace10176
id_00178,,Aeriuctuqxjen,Toponym,landmark,Monte,Surinam,unspecified,TopUrbiPlace10177
id_00179,,Affreux,Toponym,landmark,Laguna,Virginia,unspecified,TopUrbiPlace10178
id_00180,,Aga,Toponym,landmark,Monte,Rio de Janeiro,Brasil,TopUrbiPlace10179
id_00181,,Agaces,Toponym,human_group,Nación,Paraguay,unspecified,TopUrbiGroup10180
id_00182,,Agalteca,Toponym,landmark,Rio,Honduras,Guatemala,TopUrbiPlace10181
id_00183,,Agamentico,Toponym,landmark,Rio,New England,unspecified,TopUrbiPlace10182
id_00184,,Agchilla,Toponym,settlement,Pueblo,Pilaya y Paspaya,Perú,TopUrbiPlace10183
id_00185,,Agenagateninga,Toponym,landmark,Rio,Amazonas,Brasil,TopUrbiPlace10184
id_00186,,Agiqua,Toponym,landmark,Rio,North Carolina,unspecified,TopUrbiPlace10185
id_00187,,Aunalos,Toponym,human_group,Nación,unspecified,Nueva Granada,TopUrbiGroup10186
id_00188,,Agnapuras,Toponym,landmark,Montes,Chiquitos,Perú,TopUrbiPlace10187
id_00189,,Agoniche,Toponym,landmark,Rio,New Scotland,Nueva Escocia,TopUrbiPlace10188
id_00190,,Agratumati,Toponym,landmark,Rio,Darien,Tierra-Firme,TopUrbiPlace10189
id_00191,,Agreda,Toponym,settlement,Ciudad,Popayan,Quito,TopUrbiPlace10190
id_00192,,Agresinas,Toponym,settlement,Pueblo,Amazonas,Brasil,TopUrbiPlace10191
id_00193,,Agrias,Toponym,human_group,Nación,Santa Marta,unspecified,TopUrbiGroup10192
id_00194,,Puerto del Agua,Toponym,landmark,Puerto,Santo Domingo,unspecified,TopUrbiPlace10193
id_00195,,Puerto del Agua,Toponym,landmark,Rio,Santo Domingo,unspecified,TopUrbiPlace10194
id_00196,,Ojos del Agua,Toponym,landmark,Manantiales,Cuyo,Chile,TopUrbiPlace10195
id_00197,,Aguablanca,Toponym,settlement,Pueblo,Venezuela,unspecified,TopUrbiPlace10196
id_00198,,Agua buena y dulce,Toponym,landmark,Bahía,Estrecho,unspecified,TopUrbiPlace10197
id_00199,,Aguacagua,Toponym,settlement,Pueblo,Guayana,unspecified,TopUrbiPlace10198
id_00200,,Agua caliente,Toponym,settlement,Pueblo,Guatemala,Guatemala,TopUrbiPlace10199
id_00201,,Aguacatal,Toponym,settlement,Pueblo,Antioquia,unspecified,TopUrbiPlace10200
id_00202,,Aguacatenango,Toponym,settlement,Pueblo,Chiapas,Guatemala,TopUrbiPlace10201
id_00203,,Aguacatlan,Toponym,settlement,Pueblo Cabecera,Xala,Nueva España,TopUrbiPlace10202
id_00204,,Aguaceapa,Toponym,settlement,Pueblo,Nicaragua,Guatemala,TopUrbiPlace10203
id_00205,,Aguada,Toponym,settlement,Pueblo,Puerto Rico,unspecified,TopUrbiPlace10204
id_00206,,Aguada,Toponym,landmark,Bahía,Puerto Rico,unspecified,TopUrbiPlace10205
id_00207,,Aguada,Toponym,landmark,Punta,Santo Domingo,unspecified,TopUrbiPlace10206
id_00208,,Aguada,Toponym,landmark,Rio,Santo Domingo,unspecified,TopUrbiPlace10207
id_00209,,Aguada,Toponym,landmark,Rio,Rio Grande,Brasil,TopUrbiPlace10306
id_00210,,Aguada,Toponym,landmark,Farallón,Atacama,unspecified,TopUrbiPlace10307
id_00211,,Aguada,Toponym,landmark,Punta,Cartagena,unspecified,TopUrbiPlace10308
id_00212,,Agua clara,Toponym,landmark,Rio,Paraguay,unspecified,TopUrbiPlace10309
id_00213,,Agua colorada,Toponym,landmark,Rio,Paraguay,unspecified,TopUrbiPlace10310
id_00214,,Aguadilla,Toponym,landmark,Rio,Tierra Firme,Tierra-Firme,TopUrbiPlace10311
id_00215,,Rio de los Aguadores,Toponym,landmark,Rio,Cuba,unspecified,TopUrbiPlace10312
id_00216,,Caleta de Agua dulce,Toponym,landmark,Caleta,unspecified,Patagonia,TopUrbiPlace10313
id_00217,,Agua escondida,Toponym,settlement,Pueblo,Sonora,Nueva España,TopUrbiPlace10314
id_00218,,Aguaio,Toponym,settlement,Pueblo,Sierra Gorda,Nueva España,TopUrbiPlace10315
id_00219,,San Miguel Aguaio,Toponym,settlement,Pueblo,Nuevo Leon,Nuevo Reyno de León,TopUrbiPlace10316
id_00220,,Aguaius,Toponym,settlement,Pueblo,Quijos y Macas,Quito,TopUrbiPlace10317
id_00221,,Aguaje,Toponym,settlement,Pueblo Real de Minas,Sonora,Nueva España,TopUrbiPlace10318
id_00222,,Aguajes de Cañada Honda,Toponym,settlement,Pueblo,Tepehuana,Nueva Vizcaya,TopUrbiPlace10319
id_00223,,Agualei,Toponym,landmark,Rio,Guayana,unspecified,TopUrbiPlace10320
id_00224,,Agualulco,Toponym,settlement,Pueblo,Etzatlan,Nueva Galicia,TopUrbiPlace10321
id_00225,,Aguamela,Toponym,settlement,Pueblo,San Juan de los Llanos,Nueva Granada,TopUrbiPlace10322
id_00226,,Aguamiro,Toponym,settlement,Pueblo,Huamalies,Perú,TopUrbiPlace10323
id_00227,,Aguan,Toponym,landmark,Rio,Honduras,unspecified,TopUrbiPlace10324
id_00228,,Santa María de Aguanato,Toponym,settlement,Pueblo,Michoacan,unspecified,TopUrbiPlace10325
id_00229,,Aguang,Toponym,landmark,Laguna,Maynas,Quito,TopUrbiPlace10326
id_00230,,San Antonio de los Aguanos,Toponym,settlement,Pueblo,Maynas,Quito,TopUrbiPlace10327
id_00231,id_03390,San Francisco Aguanos,Toponym,settlement,Pueblo,Maynas,unspecified,TopUrbiPlace10328
id_00232,,Aguapai,Toponym,landmark,Rio,Paraguay,unspecified,TopUrbiPlace10329
id_00233,,Aguapai,Toponym,landmark,Rio,Paraguay,unspecified,TopUrbiPlace10330
id_00234,,Aguapei,Toponym,landmark,Rio,Paraguay,unspecified,TopUrbiPlace10331
id_00235,,Aguarau,Toponym,landmark,Rio,Paraguay,unspecified,TopUrbiPlace10332
id_00236,,San Pedro de Aguarico,Toponym,settlement,Pueblo de Indios,Maynas,unspecified,TopUrbiPlace10333
id_00236a,id_05850,San Estanislao de Aguarico,Toponym,settlement,Pueblo,Maynas,unspecified,TopUrbiPlace10334
id_00236b,,Aguarico,Toponym,landmark,Rio,Maynas,unspecified,TopUrbiPlace10335
id_00237,,Aguaringua,Toponym,settlement,Pueblo,Santa Marta,unspecified,TopUrbiPlace10336
id_00238,,Aguaso,Toponym,landmark,Rio,Honduras,unspecified,TopUrbiPlace10337
id_00239,,Aguas,Toponym,landmark,Rio,Paraguay,unspecified,TopUrbiPlace10338
id_00240,,Aguas-blancas,Referral,Referral,None,unspecified,unspecified,TopUrbiPlace10339
id_00241,,Aguas-bellas,Toponym,landmark,Rio,Paraguay,unspecified,TopUrbiPlace10340
id_00242,,Aguas-calientes,Toponym,territory,Alcaldía mayor,Nueva Galicia,Nueva Galicia,TopUrbiPlace10341
id_00242a,,Aguas-calientes,Toponym,settlement,Villa,Aguascalientes,unspecified,TopUrbiPlace10342
id_00243,,Aguas-calientes,Toponym,settlement,Pueblo,Venezuela,Tierra-Firme,TopUrbiPlace10343
id_00244,,San Miguel de las Aguastelas,Toponym,settlement,Pueblo,Xalapa,Nueva España,TopUrbiPlace10344
id_00245,,Santa María de Aguatepec,Toponym,settlement,Pueblo,Tecali,Nueva España,TopUrbiPlace10345
id_00246,,Aguatlan,Toponym,settlement,Pueblo Cabecera,Izucar,Nueva España,TopUrbiPlace10346
id_00247,,Aguatubi,Toponym,settlement,Pueblo,Nuevo Mexico,Nuevo México,TopUrbiPlace10347
id_00248,,Aguatulco,Toponym,landmark,Rio,Tehuantepec,Nueva España,TopUrbiPlace10348
id_00249,,Agua-verde,Toponym,landmark,Isla,California,unspecified,TopUrbiPlace10349
id_00250,,Morro de Santa Agueda,Toponym,landmark,Monte,unspecified,Patagonia,TopUrbiPlace10350
id_00251,,Agueda,Toponym,landmark,Punta,unspecified,unspecified,TopUrbiPlace10351
id_00252,id_00219,San Miguel de Aguijo,Toponym,settlement,Pueblo,Nuevo Leon,Nuevo Reyno de León,TopUrbiPlace10352
id_00253,,Villa Gutiérrez del Aguila,Toponym,settlement,Villa,Jerez,Nueva España,TopUrbiPlace10353
id_00254,,Aguila,Toponym,landmark,Monte,Darien,unspecified,TopUrbiPlace10354
id_00255,,Aguila,Toponym,landmark,Punta,Malvinas,unspecified,TopUrbiPlace10355
id_00256,,Aguilusco,Toponym,settlement,Pueblo,Tala,unspecified,TopUrbiPlace10356
id_00257,,San Mateo de Aguiran,Toponym,settlement,Pueblo,Michoacan,unspecified,TopUrbiPlace10357
id_00258,,Aguirre,Toponym,landmark,Rio,Venezuela,unspecified,TopUrbiPlace10358
id_00259,,Aguirre,Toponym,landmark,Potreros,Coquimbo,Chile,TopUrbiPlace10359
id_00260,,Punta de la Aguja,Toponym,landmark,Punta,Santa Marta,unspecified,TopUrbiPlace10360
id_00261,,Aguja,Toponym,landmark,Punta,Piura,Perú,TopUrbiPlace10361
id_00261a,,Aguja,Referral,Referral,None,unspecified,unspecified,TopUrbiPlace10362
id_00262,,Francisco Agur,Toponym,settlement,Pueblo,Espiritu Santo,Brasil,TopUrbiPlace10363
id_00263,,San Agustin,Toponym,settlement,Ciudad,Florida,unspecified,TopUrbiPlace10364
id_00264,,San Agustín,Toponym,settlement,Pueblo Real de Minas,Taraumara,Nueva Vizcaya,TopUrbiPlace10365
id_00265,,San Agustín,Toponym,settlement,Barrio,Malinalco,Nueva España,TopUrbiPlace10366
id_00266,,San Agustín,Toponym,settlement,Pueblo,Tepeaca,Nueva España,TopUrbiPlace10367
id_00267,,San Agustín,Toponym,settlement,Pueblo,Jicayan,unspecified,TopUrbiPlace10368
id_00268,,San Agustín,Toponym,settlement,Pueblo,Cuilapa,unspecified,TopUrbiPlace10369
id_00269,,San Agustín,Toponym,settlement,Pueblo,Tucuman,Perú,TopUrbiPlace10370
id_00270,,San Agustín,Toponym,settlement,Pueblo,Verapaz,Guatemala,TopUrbiPlace10371
id_00271,,San Agustín,Toponym,settlement,Pueblo,Popayan,Quito,TopUrbiPlace10372
