GroupID;corresp_entry;volume;nombre;type;featuretype;conf_identity;idno_base;gazetteermatch;Province;Region;conf_loc_verbal;Lat;Lon;auto;review-note-es;review-note-en;review-note-fr;category-note-es;category-note-en;category-note-fr;doublette-note-es;doublette-note-en;doublette-note-fr;imaginary-note-es;imaginary-note-en;imaginary-note-fr;artifact-note-es;artifact-note-en;artifact-note-fr;historical-note-es;historical-note-en;historical-note-fr;reviewer
TopUrbiGroup22364;id_12173;4;Panimalias;Indigenous-political;Nación;-;;;Luisiana;Luisiana;Dummy coordinates in the wide region;37,54310716;-94,28516556;12364;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;Este grupo ha sido mal categorizado en Alcedo.;This group has been miscategorized in Alcedo.;Ce groupe a été mal catégorisé dans Alcedo.;;;;;;;;;;;;;WS
TopUrbiGroup22366;id_12175;4;Paniovasas;Indigenous-political;Nación;-;;;Luisiana;Luisiana;Dummy coordinates in the wide region;37,54330716;-94,36496556;12366;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;Este grupo ha sido mal categorizado en Alcedo.;This group has been miscategorized in Alcedo.;Ce groupe a été mal catégorisé dans Alcedo.;;;;;;;;;;;;;WS
TopUrbiGroup22367;id_12176;4;Panis;Indigenous-political;Nación;-;;;Luisiana;Luisiana;Dummy coordinates in the wide region;34,76696944;-92,72006899;12367;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;Este grupo ha sido mal categorizado en Alcedo.;This group has been miscategorized in Alcedo.;Ce groupe a été mal catégorisé dans Alcedo.;;;;;;;;;;;;;WS
TopUrbiGroup22461;id_13551;4;Punovis;Indigenous-political;Nación;-;;;Amazonas;Brasil;Location represents an area – the location is relative to others;-3,55361334;-58,75574125;12461;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;CLD
TopUrbiGroup22475;id_12180;4;Panojoris;Indigenous-political;Nación;-;;;Amazonas;Brasil;Dummy coordinates in the wide region;-6,954;-67,754;12475;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup22477;id_12182;4;Panos;Indigenous-political;Nación;-;;;Amazonas;Brasil;Dummy coordinates in the wide region;-6,9538;-67,6538;12477;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup22497;id_12201;4;Paos;Indigenous-political;Nación;-;;;Llanos;Llanos;Dummy coordinates in the wide region;6,4531;-73,5562;12497;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup22528;id_12231;4;Papunacas;Indigenous-political;Nación;-;;;Marañon;Brasil;Location represents an area – the location is relative to others;-4,78397029;-59,77967809;12528;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;CLD
TopUrbiGroup22596;id_12298;4;Paranos;Indigenous-political;Nación;-;;;Maynas;Maynas;Dummy coordinates in the wide region;-4,9019;-75,5519;12596;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup22609;id_12311;4;Parasis;Indigenous-political;Nación;-;;;Chaco;Rio de la Plata;Dummy coordinates in the wide region;-26,9406;-61,5406;12609;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup22661;id_12377;4;Parragotes;Indigenous-political;Nación;-;;;Cayena;Guayana;Dummy coordinates in the wide region;4,0661;-52,9339;12661;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup22663;id_12379;4;Parriparies;Indigenous-political;Nación;-;;;Nuevo Reyno de Granada;Nuevo Reyno de Granada;Dummy coordinates in the wide region;4,6663;-74,0137;12663;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup22675;id_12406;4;Pasaos;Indigenous-political;Nación;-;;;Guayaquil;Quito;Dummy coordinates in the wide region;-2,1425;-79,8225;12675;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup22681;id_12412;4;Pascagoula;Indigenous-political;Nación;-;;;Luisiana;Luisiana;Dummy coordinates in the wide region;37,56630716;-94,25196556;12681;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;Este grupo ha sido mal categorizado en Alcedo.;This group has been miscategorized in Alcedo.;Ce groupe a été mal catégorisé dans Alcedo.;;;;;;;;;;;;;WS
TopUrbiGroup22710;id_12441;4;Pastagoros;Indigenous-political;Nación;-;;;unspecified;Nuevo Reyno de Granada;Dummy coordinates in the wide region;6,471;-73,429;12710;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup22726;id_12457;4;Patagones;Indigenous-political;Nación;-;;;Chile;Chile;Dummy coordinates in the wide region;-29,9574;-70,3674;12726;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup22813;id_12545;4;Payaguas;Indigenous-political;Nación;-;;;Paraguay;Rio de la Plata;Dummy coordinates in the wide region;-24,7087;-57,9687;12813;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup22819;id_12551;4;Payansos;Indigenous-political;Nación;-;;;Huanuco;Peru;Dummy coordinates in the wide region;-9,7481;-75,9181;12819;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup22842;id_12573;4;Pecllansimiquies;Indigenous-political;Nación;-;;;Puerto Viejo;Quito;Dummy coordinates in the wide region;-1,1758;-80,3258;12842;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup22913;id_12678;4;Peguas;Indigenous-political;Nación;-;;;Quijos y Macas;Maynas;Dummy coordinates in the wide region;-1,2787;-76,5887;12913;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup22989;id_12754;4;Pequenches;Indigenous-political;Nación;-;;;unspecified;Chile;Dummy coordinates in the wide region;-38,4911;-72,0011;12989;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup22998;id_12763;4;Pequicas;Indigenous-political;Nación;-;;;Chiquitos;Santa Cruz de la Sierra;Dummy coordinates in the wide region;-9,8902;-75,7002;12998;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup23039;id_12804;4;Peritoes;Indigenous-political;Nación;-;;;Nueva Andalucia;Venezuela;Dummy coordinates in the wide region;9,5039;-70,9961;13039;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup23090;id_12855;4;Petas;Indigenous-political;Nación;-;;;Chiquitos;Santa Cruz de la Sierra;Dummy coordinates in the wide region;-9,981;-75,291;13090;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup23104;id_12869;4;Petiguares;Indigenous-political;Nación;-;;;unspecified;Brasil;Location represents an area sufficiently;-6,70086347;-35,00349254;13104;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;CLD
TopUrbiGroup23113;id_12878;4;Pevas;Indigenous-political;Nación;-;;;Maynas;Maynas;Dummy coordinates in the wide region;-4,9087;-75,6087;13113;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup23114;id_12879;4;Pevingues;Indigenous-political;Nación;-;;;Chile;Chile;Dummy coordinates in the wide region;-30,0186;-70,4286;13114;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup23156;id_12921;4;Pichunsis;Indigenous-political;Nación;-;;;Guayaquil;Quito;Dummy coordinates in the wide region;-2,2044;-79,9144;13156;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup23204;id_12983;4;Pignocas;Indigenous-political;Nación;-;;;Chiquitos;Santa Cruz de la Sierra;Dummy coordinates in the wide region;-9,8696;-75,2796;13204;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup23208;id_12987;4;Pijaos;Indigenous-political;Nación;-;;;Popayan;Popayan;Dummy coordinates in the wide region;2,3008;-76,8192;13208;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup23283;id_14163;4;Roamainas;Indigenous-political;Nación;-;;;Maynas;Maynas;Dummy coordinates in the wide region;-4,9055;-75,6455;13283;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup23370;id_13049;4;Pinches;Indigenous-political;Nación;-;;;Maynas;Maynas;Dummy coordinates in the wide region;-4,933;-75,623;13370;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup23376;id_13055;4;Pincus;Indigenous-political;Nación;-;;;Coquimbo;Chile;Dummy coordinates in the wide region;-30,2124;-70,7724;13376;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup23409;id_13088;4;Piococas;Indigenous-political;Nación;-;;;Chiquitos;Santa Cruz de la Sierra;Dummy coordinates in the wide region;-9,7591;-75,2691;13409;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup23432;id_13111;4;Piras;Indigenous-political;Nación;-;;;Amazonas;Brasil;Location represents an area sufficiently;-3,77939;-64,11408;13432;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;CLD
TopUrbiGroup23456;id_13134;4;Piros;Indigenous-political;Nación;-;;;Amazonas;Brasil;Dummy coordinates in the wide region;-6,9644;-67,5644;13456;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup23512;id_13226;4;Plateros;Indigenous-political;Nación;-;;;Cuenca;Quito;Dummy coordinates in the wide region;-2,8488;-79,0288;13512;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup23574;id_13332;4;Porianas;Indigenous-political;Nación;-;;;Maynas;Maynas;Dummy coordinates in the wide region;-3,9526;-75,6526;13574;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup23776;id_13402;4;Pouteowatamis;Indigenous-political;Nación;-;;;Canada;Canada;Dummy coordinates in the wide region;44,0676;-80,0324;13776;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup23778;id_13404;4;Poyas;Indigenous-political;Nación;-;;;Chile;Chile;Dummy coordinates in the wide region;-29,9622;-70,3722;13778;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup23898;id_13522;4;Pulches;Indigenous-political;Nación;-;;;unspecified;Chile;Dummy coordinates in the wide region;-38,5602;-72,0202;13898;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup23921;id_13577;4;Purasicas;Indigenous-political;Nación;-;;;Chiquitos;Santa Cruz de la Sierra;Dummy coordinates in the wide region;-16,2679;-60,0979;13921;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup23930;id_13599;4;Puruayes;Indigenous-political;Nación;-;;;Riobamba;Quito;Dummy coordinates in the wide region;-1,7357;-78,5957;13930;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup23933;id_13602;4;Purugotos;Indigenous-political;Nación;-;;;Guayana;Nueva Andalucia;Dummy coordinates in the wide region;0,653164816;-51,64388876;13933;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup23954;id_13623;4;Puyzocas;Indigenous-political;Nación;-;;;Chiquitos;Santa Cruz de la Sierra;Dummy coordinates in the wide region;-9,6033;-75,2133;13954;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup23955;id_13624;4;Quachichiles;Indigenous-political;Nación;-;;;Tlaxcala;Puebla;Dummy coordinates in the wide region;19,4968;-98,0232;13955;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup23968;id_13637;4;Quaravaguazanas;Indigenous-political;Nación;-;;;Amazonas;Brasil;Location represents an area sufficiently;-1,83615;-61,5935;13968;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;CLD
TopUrbiGroup23991;id_13659;4;Queaches;Indigenous-political;Nación;-;;;Yucatan;Yucatan;Location represents an area – the location is relative to others;16,1185706;-90,8945053;13991;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;La existencia real de este grupo es dudosa.;The real existence of this group is doubtful.;L'existence réelle de ce groupe est douteuse.;;;;WS
TopUrbiGroup24001;id_13669;4;Quecas;Indigenous-political;Nación;-;;;Nuevo Reyno de Granada;Nuevo Reyno de Granada;Dummy coordinates in the wide region;4,6914;-73,9886;14001;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup24005;id_13673;4;Quechua;Indigenous-political;Nación;-;;;unspecified;Peru;Dummy coordinates in the wide region;-9,4982;-75,2082;14005;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup24052;id_13734;4;Quibiquias;Indigenous-political;Nación;-;;;Chiquitos;Santa Cruz de la Sierra;Dummy coordinates in the wide region;-9,3935;-75,2035;14052;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup24062;id_13745;4;Quiches;Indigenous-political;Nación;-;;;Luisiana;Luisiana;Dummy coordinates in the wide region;37,67570716;-94,25256556;14062;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;Este grupo ha sido mal categorizado en Alcedo.;This group has been miscategorized in Alcedo.;Ce groupe a été mal catégorisé dans Alcedo.;;;;;;;;;;;;;WS
TopUrbiGroup24080;id_13762;4;Quilifayes;Indigenous-political;Nación;-;;;unspecified;Nuevo Reyno de Granada;Dummy coordinates in the wide region;6,5993;-73,4007;14080;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup24088;id_13769;4;Quilla-singas;Indigenous-political;Nación;-;;;Pasto;Popayan;Dummy coordinates in the wide region;1,2801;-77,1799;14088;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup24102;id_13783;4;Quimecas;Indigenous-political;Nación;-;;;Chiquitos;Santa Cruz de la Sierra;Dummy coordinates in the wide region;-9,3885;-75,2985;14102;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup24108;id_13789;4;Quimos;Indigenous-political;Nación;-;;;Chiquitos;Santa Cruz de la Sierra;Dummy coordinates in the wide region;-9,2879;-75,2979;14108;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup24113;id_13794;4;Quinchias;Indigenous-political;Nación;-;;;Nuevo Reyno de Granada;Nuevo Reyno de Granada;Dummy coordinates in the wide region;4,6026;-74,0774;14113;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup24134;id_13815;4;Quinualla;Indigenous-political;Nación;-;;;Chinchaysuyo;Quito;Dummy coordinates in the wide region;-4,3953;-79,2953;14134;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup24147;id_13827;4;Quirabas;Indigenous-political;Nación;-;;;Amazonas;Brasil;Location represents an area – the location is relative to others;-2,08731;-56,44185;14147;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;CLD
TopUrbiGroup24148;id_13828;4;Quirandies;Indigenous-political;Nación;-;;;Buenos Aires;Rio de la Plata;Dummy coordinates in the wide region;-34,6439;-59,2039;14148;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup24157;id_13837;4;Quiriquiripas;Indigenous-political;Nación;-;;;Dorado;Nueva Andalucia;Dummy coordinates in the wide region;7,607;-61,993;14157;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup24161;id_13841;4;Quirrubas;Indigenous-political;Nación;-;;;unspecified;Nuevo Reyno de Granada;Dummy coordinates in the wide region;6,6074;-73,4926;14161;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup24242;id_15775;4;Tapuyes;Indigenous-political;Nación;-;;;Brasil;Brasil;Location represents an area sufficiently;-8,11309844;-35,01696777;14242;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;CLD
TopUrbiGroup24280;id_16943;4;Tunebos;Indigenous-political;Nación;-;;;unspecified;Nuevo Reyno de Granada;Dummy coordinates in the wide region;7,0193;-73,6307;14280;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup24297;id_17750;4;Xeveros;Indigenous-political;Nación;-;;;Quito;Quito;Dummy coordinates in the wide region;-0,249;-78,409;14297;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup24301;id_17754;4;Xibaros;Indigenous-political;Nación;-;;;Macas;Maynas;Location represents an area – roughly;-3,65223141;-78,33438017;14301;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup24813;id_14357;4;Rumos;Indigenous-political;Nación;-;;;Amazonas;Brasil;Dummy coordinates in the wide region;-6,926;-67,126;14813;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup24883;id_14427;4;Sachichis;Indigenous-political;Nación;-;;;unspecified;Peru;Dummy coordinates in the wide region;-9,109;-75,219;14883;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup25012;id_14556;4;Salivas;Indigenous-political;Nación;-;;;San Juan de los Llanos;Llanos;Dummy coordinates in the wide region;6,5531;-73,7362;15012;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup25188;id_14753;4;Sapayes;Indigenous-political;Nación;-;;;Cayena;Guayana;Dummy coordinates in the wide region;4,715724743;-52,42328338;15188;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup25208;id_14774;4;Sarabes;Indigenous-political;Nación;-;;;Paraguay;Rio de la Plata;Dummy coordinates in the wide region;-25,5665;-57,1465;15208;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup25218;id_14784;4;Saramissues;Indigenous-political;Nación;-;;;Cuzco;Peru;Dummy coordinates in the wide region;-12,9855;-71,9855;15218;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup25238;id_14804;4;Saruras;Indigenous-political;Nación;-;;;San Juan de los Llanos;Llanos;Dummy coordinates in the wide region;6,6531;-73,6862;15238;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup25394;id_14959;4;Semigaes;Indigenous-political;Nación;-;;;Maynas;Maynas;Dummy coordinates in the wide region;-3,9679;-75,7679;15394;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup25398;id_14963;4;Senecas;Indigenous-political;Nación;-;;;Middleground;Middleground;Dummy coordinates in the wide region;40,83000335;-84,32231195;15398;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup25604;id_15181;4;Situjas;Indigenous-political;Nación;-;;;unspecified;Llanos;Dummy coordinates in the wide region;6,7531;-73,4469;15604;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup25639;id_15215;4;Socorines;Indigenous-political;Nación;-;;;unspecified;Rio de la Plata;Dummy coordinates in the wide region;-9,0834;-75,2434;15639;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup25780;id_15361;4;Subercias;Indigenous-political;Nación;-;;;Chiquitos;Santa Cruz de la Sierra;Dummy coordinates in the wide region;-9,018;-75,228;15780;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup25845;id_15426;4;Suplas;Indigenous-political;Nación;-;;;Popayan;Popayan;Dummy coordinates in the wide region;2,3585;-76,7615;15845;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup25846;id_15427;4;Supiayes;Indigenous-political;Nación;-;;;Cayena;Guayana;Dummy coordinates in the wide region;4,782924743;-52,35608338;15846;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup25879;id_15460;4;Sutas;Indigenous-political;Nación;-;;;unspecified;Nuevo Reyno de Granada;Dummy coordinates in the wide region;6,8819;-73,4181;15879;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup25880;id_15461;4;Sutagaos;Indigenous-political;Nación;-;;;unspecified;Nuevo Reyno de Granada;Dummy coordinates in the wide region;6,982;-73,418;15880;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup25912;id_15492;5;Tabicas;Indigenous-political;Nación;-;;;Chiquitos;Santa Cruz de la Sierra;Dummy coordinates in the wide region;-9,7548;-75,2148;15912;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup25928;id_15508;5;Tabuyas;Indigenous-political;Nación;-;;;Anserma;Popayan;Dummy coordinates in the wide region;5,2168;-75,7732;15928;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup25949;id_15529;5;Tacmara;Indigenous-political;Nación;-;;;unspecified;Peru;Dummy coordinates in the wide region;-9,6511;-75,2111;15949;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup25977;id_15555;5;Taensas;Indigenous-political;Nación;-;;;Luisiana;Luisiana;Dummy coordinates in the wide region;37,66990716;-94,23836556;15977;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;Este grupo ha sido mal categorizado en Alcedo.;This group has been miscategorized in Alcedo.;Ce groupe a été mal catégorisé dans Alcedo.;;;;;;;;;;;;;WS
TopUrbiGroup25981;id_15559;5;Tagaris;Indigenous-political;Nación;-;;;Amazonas;Brasil;Location represents an area sufficiently;-2,04803;-56,87203;15981;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;CLD
TopUrbiGroup26040;id_15618;5;Tamanaes;Indigenous-political;Nación;-;;;unspecified;Nuevo Reyno de Granada;Dummy coordinates in the wide region;6,098;-73,552;16040;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup26081;id_15658;5;Tames;Indigenous-political;Nación;-;;;Tunja;Nuevo Reyno de Granada;Dummy coordinates in the wide region;5,5121;-73,3679;16081;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup26088;id_15665;5;Tamipicas;Indigenous-political;Nación;-;;;Amazonas;Brasil;Location represents an area – the location is relative to others;-5,98509;-58,46404;16088;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;La existencia real de este grupo es dudosa.;The real existence of this group is doubtful.;L'existence réelle de ce groupe est douteuse.;;;;CLD
TopUrbiGroup26092;id_15669;5;Tamoyes;Indigenous-political;Nación;-;;;Paraguay;Rio de la Plata;Dummy coordinates in the wide region;-26,3168;-56,0368;16092;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup26144;id_15721;5;Tapacures;Indigenous-political;Nación;-;;;Moxos;Maynas;Dummy coordinates in the wide region;-13,1216;-65,8816;16144;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
