GroupID;corresp_entry;volume;nombre;type;featuretype;conf_identity;idno_base;gazetteermatch;Province;Region;conf_loc_verbal;Lat;Lon;auto;review-note-es;review-note-en;review-note-fr;category-note-es;category-note-en;category-note-fr;doublette-note-es;doublette-note-en;doublette-note-fr;imaginary-note-es;imaginary-note-en;imaginary-note-fr;artifact-note-es;artifact-note-en;artifact-note-fr;historical-note-es;historical-note-en;historical-note-fr;reviewer
TopUrbiGroup26228;id_15841;5;Taucas;Indigenous-political;Nación;-;;;Chiquitos;Santa Cruz de la Sierra;Dummy coordinates in the wide region;-9,6232;-75,2832;16228;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup26242;id_15855;5;Taus;Indigenous-political;Nación;-;;;Chiquitos;Santa Cruz de la Sierra;Dummy coordinates in the wide region;-9,5218;-75,2818;16242;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup26254;id_15867;5;Tayronas;Indigenous-political;Nación;-;;;Santa Marta;Nuevo Reyno de Granada;Dummy coordinates in the wide region;10,9294;-73,6706;16254;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup26427;id_16035;5;Tepeguanes;Indigenous-political;Nación;-;;;unspecified;Nueva Vizcaya;Dummy coordinates in the wide region;26,0367;-105,9633;16427;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup26461;id_16083;5;Tepquis;Indigenous-political;Nación;-;;;Huanuco;Peru;Dummy coordinates in the wide region;-9,7999;-76,0299;16461;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup26653;id_16301;5;Ticunas;Indigenous-political;Nación;-;;;Amazonas;Brasil;Dummy coordinates in the wide region;-6,9394;-66,9394;16653;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup26691;id_16339;5;Timbas;Indigenous-political;Nación;-;;;Nuevo Reyno de Granada;Nuevo Reyno de Granada;Dummy coordinates in the wide region;4,6644;-74,0156;16691;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup26696;id_16344;5;Timbues;Indigenous-political;Nación;-;;;Paraguay;Rio de la Plata;Dummy coordinates in the wide region;-24,7351;-55,7851;16696;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup26697;id_16762;5;Tovas;Indigenous-political;Nación;-;;;Tucuman;Rio de la Plata;Dummy coordinates in the wide region;-27,985;-65,565;16697;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup26743;id_17922;5;Yanacunas;Indigenous-political;Nación;-;;;Chile;Chile;Dummy coordinates in the wide region;-29,9604;-70,3704;16743;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup26812;id_16357;5;Tinganases;Indigenous-political;Nación;-;;;Panatahuas;Peru;Dummy coordinates in the wide region;-9,6316;-76,1216;16812;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup26833;id_16378;5;Tintones;Indigenous-political;Nación;-;;;Luisiana;Luisiana;Dummy coordinates in the wide region;37,57870716;-94,24956556;16833;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;Este grupo ha sido mal categorizado en Alcedo.;This group has been miscategorized in Alcedo.;Ce groupe a été mal catégorisé dans Alcedo.;;;;;;;;;;;;;WS
TopUrbiGroup26871;id_16416;5;Titanes;Indigenous-political;Nación;-;;;Santa Cruz de la Sierra;Santa Cruz de la Sierra;Dummy coordinates in the wide region;-17,6657;-63,1557;16871;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup26991;id_16534;5;Tocancipaes;Indigenous-political;Nación;-;;;unspecified;Nuevo Reyno de Granada;Dummy coordinates in the wide region;6,5963;-73,5537;16991;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup26993;id_16536;5;Tocantines;Indigenous-political;Nación;-;;;Para;Brasil;Location represents an area sufficiently;-3,06733;-49,75455;16993;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;CLD
TopUrbiGroup27062;id_16605;5;Tomonimes;Indigenous-political;Nación;-;;;Espiritu Santo;Brasil;Location represents an area – the location is relative to others;-19,16579526;-46,19847107;17062;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;La existencia real de este grupo es dudosa.;The real existence of this group is doubtful.;L'existence réelle de ce groupe est douteuse.;;;;CLD
TopUrbiGroup27110;id_16653;5;Topanas;Indigenous-political;Nación;-;;;Amazonas;Brasil;Location represents an area – the location is relative to others;-3,17566306;-67,41028968;17110;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;CLD
TopUrbiGroup27111;id_16654;5;Topayos;Indigenous-political;Nación;-;https://pt.wikipedia.org/wiki/;Tapajós;Amazonas;Brasil;Location represents an area well;-2,45401;-54,73755;17111;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;CLD
TopUrbiGroup27120;id_16663;5;Topinambes;Indigenous-political;Nación;-;;;Para;Brasil;Location represents an area sufficiently;-1,43133331;-52,5330379;17120;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup27257;id_16841;5;Tuaicas;Indigenous-political;Nación;-;;;Chiquitos;Santa Cruz de la Sierra;Dummy coordinates in the wide region;-9,4157;-75,2757;17257;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup27267;id_16851;5;Tubasis;Indigenous-political;Nación;-;;;Chiquitos;Santa Cruz de la Sierra;Dummy coordinates in the wide region;-9,3047;-75,2747;17267;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup27302;id_16900;5;Tuinamanes;Indigenous-political;Nación;-;;;Catapararo;Brasil;Location represents an area sufficiently;-1,397;-69,46267;17302;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;CLD
TopUrbiGroup27381;id_17008;5;Tuscaroraes;Indigenous-political;Nación;-;;;New York;USA;Dummy coordinates in the wide region;40,88911829;-73,855317;17381;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup27409;id_17036;5;Tybiritas;Indigenous-political;Nación;-;;;Sutatenza;Nuevo Reyno de Granada;Dummy coordinates in the wide region;5,1409;-73,4591;17409;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup27471;id_17097;5;Umuranas;Indigenous-political;Nación;-;;;unspecified;Maynas;Dummy coordinates in the wide region;0,0471;-74,2529;17471;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup27507;id_17133;5;Urabaes;Indigenous-political;Nación;-;;;Uraba;Tierra Firme;Location represents an area well;8,08290683;-76,64036824;17507;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup27514;id_17140;5;Urarchais;Indigenous-political;Nación;-;;;Marañon;Brasil;Location represents an area – the location is relative to others;-3,54588;-58,89589;17514;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;CLD
TopUrbiGroup27567;id_17193;5;Uspas;Indigenous-political;Nación;-;;;Maynas;Maynas;Dummy coordinates in the wide region;-4,8633;-75,6433;17567;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup27574;id_17200;5;Utawas;Indigenous-political;Nación;-;;;Canada;Canada;Dummy coordinates in the wide region;45,47032809;-73,74621311;17574;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;Este grupo ha sido mal categorizado en Alcedo.;This group has been miscategorized in Alcedo.;Ce groupe a été mal catégorisé dans Alcedo.;;;;;;;;;;;;;WS
TopUrbiGroup27637;id_17277;5;Varais;Indigenous-political;Nación;-;;;Paraguay;Rio de la Plata;Dummy coordinates in the wide region;-24,9863;-53,7463;17637;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup27655;id_17295;5;Vayabasones;Indigenous-political;Nación;-;;;Portoseguro;Brasil;Location represents an area – the location is relative to others;-16,41702771;-39,23667145;17655;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;La existencia real de este grupo es dudosa.;The real existence of this group is doubtful.;L'existence réelle de ce groupe est douteuse.;;;;CLD
TopUrbiGroup27657;id_17297;5;Vaymores;Indigenous-political;Nación;-;;;Brasil;Brasil;Location represents an area sufficiently;-15,39228064;-39,34014893;17657;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;CLD
TopUrbiGroup28067;id_17684;5;Xacocies;Indigenous-political;Nación;-;;;Paraguay;Rio de la Plata;Dummy coordinates in the wide region;-22,9966;-54,8966;18067;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup28105;id_17722;5;Xamaros;Indigenous-political;Nación;-;;;Chiquitos;Santa Cruz de la Sierra;Dummy coordinates in the wide region;-9,2328;-75,2928;18105;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup28115;id_17732;5;Xaqueses;Indigenous-political;Nación;-;;;Paraguay;Rio de la Plata;Dummy coordinates in the wide region;-22,9918;-54,9918;18115;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup28200;id_17859;5;Yacaretis;Indigenous-political;Nación;-;;;Marañon;Brasil;Dummy coordinates in the wide region;-3,982;-67,382;18200;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup28202;id_17861;5;Yacariguaras;Indigenous-political;Nación;-;;;Marañon;Brasil;Dummy coordinates in the wide region;-3,9818;-67,4818;18202;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup28233;id_17892;5;Yaguas;Indigenous-political;Nación;-;;;Marañon;Brasil;Dummy coordinates in the wide region;-3,9787;-67,5787;18233;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup28299;id_17973;5;Yaros;Indigenous-political;Nación;-;;;Paraguay;Rio de la Plata;Dummy coordinates in the wide region;-25,4621;-56,6321;18299;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup28359;id_18031;5;Yetes;Indigenous-political;Nación;-;;;unspecified;Brasil;Dummy coordinates in the wide region;-10,9661;-49,9661;18359;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup28386;id_18058;5;Youana;Indigenous-political;Nación;-;;;Luisiana;Luisiana;Dummy coordinates in the wide region;37,58480716;-94,32346556;18386;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;Este grupo ha sido mal categorizado en Alcedo.;This group has been miscategorized in Alcedo.;Ce groupe a été mal catégorisé dans Alcedo.;;;;;;;;;;;;;WS
TopUrbiGroup28388;id_18060;5;Yuanes;Indigenous-political;Nación;-;;;Tucuman;Rio de la Plata;Dummy coordinates in the wide region;-27,4932;-64,6732;18388;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup28414;id_18086;5;Yungas;Indigenous-political;Raza;-;;;Guayaquil;Quito;Dummy coordinates in the wide region;-2,1706;-79,8106;18414;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup28430;id_18102;5;Yurimaguas;Indigenous-political;Nación;-;;;Maynas;Brasil;Dummy coordinates in the wide region;-3,179168967;-66,28299169;18430;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup28431;id_18103;5;Yurimos;Indigenous-political;Nación;-;;;Maynas;Maynas;Dummy coordinates in the wide region;-3,9589;-75,4589;18431;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup28446;id_18118;5;Yurusnies;Indigenous-political;Nación;-;;;Marañon;Brasil;Dummy coordinates in the wide region;-3,9574;-67,6574;18446;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup28517;id_18187;5;Paparas;Indigenous-political;Nación;-;;;Sucumbios;Popayan;Dummy coordinates in the wide region;0,3597;-76,8203;18517;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup28518;id_18188;5;Paparas;Indigenous-political;Nación;-;;;Venezuela;Venezuela;Dummy coordinates in the wide region;9,5698;-68,1102;18518;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup28524;id_18194;5;Zapazos;Indigenous-political;Nación;-;;;Huanuco;Peru;Dummy coordinates in the wide region;-9,7896;-76,0096;18524;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup28531;id_18201;5;Zapotas;Indigenous-political;Nación;-;;;Marañon;Brasil;Dummy coordinates in the wide region;-3,9489;-67,7489;18531;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup28594;id_18263;5;Zeunas;Indigenous-political;Nación;-;;;Marañon;Brasil;Location represents an area – the location is relative to others;-2,25124;-57,45863;18594;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;CLD
TopUrbiGroup28597;id_18266;5;Zias;Indigenous-political;Nación;-;;;unspecified;Maynas;Location represents an area – roughly;-1,20325069;-73,51509642;18597;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup28609;id_18278;5;Zimarrones;Indigenous-political;Nación;-;;;unspecified;Maynas;Location represents an area – roughly;-4,5649449;-77,01436639;18609;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup28630;id_18299;5;Zipataliguaris;Indigenous-political;Nación;-;;;Paraguay;Rio de la Plata;Dummy coordinates in the wide region;-24,439;-56,119;18630;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup28697;id_18362;5;Zunubas;Indigenous-political;Nación;-;;;Sutatenza;Nuevo Reyno de Granada;Dummy coordinates in the wide region;5,2677;-73,4323;18697;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup28702;id_18367;5;Zurinas;Indigenous-political;Nación;-;;;Marañon;Brasil;Location represents an area sufficiently;-3,26795512;-59,42634871;18702;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;CLD
